Part Type,Part Number,Schematic Part,Part Value,Current Rating (Amps),Current - Saturation,DC Resistance (DCR),Frequency - Self Resonant,Inductance Frequency - Test,Q @ Freq,Inductance,Tolerance,Voltage,Material - Core,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Height - Seated (Max),Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
INDUCTOR POWER,ATFC-0402-1N5B-T,inductors\Inductor,1.5nH,700mA,,250mOhm Max,10GHz,500MHz,13 @ 500MHz,1.5nH,±0.1nH,,Ceramic,,0402 (1005 Metric),L,,,https://abracon.com/Magnetics/new/ATFC-0402.pdf,FIXED IND 1.5NH 700MA 250 MOHM,Surface Mount,0.015 (0.37mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-45°C ~ 85°C,,Abracon LLC,,,
INDUCTOR POWER,ATFC-0402-2N3B-T,inductors\Inductor,2.3nH,440mA,,350mOhm Max,8GHz,500MHz,13 @ 500MHz,2.3nH,±0.1nH,,Ceramic,,0402 (1005 Metric),L,,,https://abracon.com/Magnetics/new/ATFC-0402.pdf,FIXED IND 2.3NH 440MA 350 MOHM,Surface Mount,0.015 (0.37mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-45°C ~ 85°C,,Abracon LLC,,,
INDUCTOR POWER,ATFC-0402-15NG-T,inductors\Inductor,15nH,130mA,,1.75Ohm Max,3.3GHz,500MHz,13 @ 500MHz,15nH,±2%,,Ceramic,,0402 (1005 Metric),L,,,https://abracon.com/Magnetics/new/ATFC-0402.pdf,FIXED IND 15NH 130MA 1.75 OHM,Surface Mount,0.015 (0.37mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-45°C ~ 85°C,,Abracon LLC,,,
INDUCTOR POWER,ATFC-0402-2N1B-T,inductors\Inductor,2.1nH,440mA,,350mOhm Max,8GHz,500MHz,13 @ 500MHz,2.1nH,±0.1nH,,Ceramic,,0402 (1005 Metric),L,,,https://abracon.com/Magnetics/new/ATFC-0402.pdf,FIXED IND 2.1NH 440MA 350 MOHM,Surface Mount,0.015 (0.37mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-45°C ~ 85°C,,Abracon LLC,,,
INDUCTOR POWER,ATFC-0402-8N2B-T,inductors\Inductor,8.2nH,220mA,,1.25Ohm Max,5.5GHz,500MHz,13 @ 500MHz,8.2nH,±0.1nH,,Ceramic,,0402 (1005 Metric),L,,,https://abracon.com/Magnetics/new/ATFC-0402.pdf,FIXED IND 8.2NH 220MA 1.25 OHM,Surface Mount,0.015 (0.37mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-45°C ~ 85°C,,Abracon LLC,,,
INDUCTOR POWER,ATFC-0402-2N0B-T,inductors\Inductor,2nH,560mA,,350mOhm Max,8GHz,500MHz,13 @ 500MHz,2nH,±0.1nH,,Ceramic,,0402 (1005 Metric),L,,,https://abracon.com/Magnetics/new/ATFC-0402.pdf,FIXED IND 2NH 560MA 350 MOHM SMD,Surface Mount,0.015 (0.37mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-45°C ~ 85°C,,Abracon LLC,,,
INDUCTOR POWER,ATFC-0402-10NG-T,inductors\Inductor,10nH,200mA,,1.35Ohm Max,4.5GHz,500MHz,13 @ 500MHz,10nH,±2%,,Ceramic,,0402 (1005 Metric),L,,,https://abracon.com/Magnetics/new/ATFC-0402.pdf,FIXED IND 10NH 200MA 1.35 OHM,Surface Mount,0.015 (0.37mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-45°C ~ 85°C,,Abracon LLC,,,
INDUCTOR POWER,ATFC-0402-2N6B-T,inductors\Inductor,2.6nH,440mA,,350mOhm Max,8GHz,500MHz,13 @ 500MHz,2.6nH,±0.1nH,,Ceramic,,0402 (1005 Metric),L,,,https://abracon.com/Magnetics/new/ATFC-0402.pdf,FIXED IND 2.6NH 440MA 350 MOHM,Surface Mount,0.015 (0.37mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-45°C ~ 85°C,,Abracon LLC,,,
INDUCTOR POWER,ATFC-0402-1N4B-T,inductors\Inductor,1.4nH,700mA,,250mOhm Max,10GHz,500MHz,13 @ 500MHz,1.4nH,±0.1nH,,Ceramic,,0402 (1005 Metric),L,,,https://abracon.com/Magnetics/new/ATFC-0402.pdf,FIXED IND 1.4NH 700MA 250 MOHM,Surface Mount,0.015 (0.37mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-45°C ~ 85°C,,Abracon LLC,,,
INDUCTOR POWER,ATFC-0402-1N9B-T,inductors\Inductor,1.9nH,560mA,,350mOhm Max,8GHz,500MHz,13 @ 500MHz,1.9nH,±0.1nH,,Ceramic,,0402 (1005 Metric),L,,,https://abracon.com/Magnetics/new/ATFC-0402.pdf,FIXED IND 1.9NH 560MA 350 MOHM,Surface Mount,0.015 (0.37mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-45°C ~ 85°C,,Abracon LLC,,,
INDUCTOR POWER,ATFC-0402-0N4B-T,inductors\Inductor,0.4nH,800mA,,100mOhm Max,14GHz,500MHz,13 @ 500MHz,0.4nH,±0.1nH,,Ceramic,,0402 (1005 Metric),L,,,https://abracon.com/Magnetics/new/ATFC-0402.pdf,FIXED IND 0.4NH 800MA 100 MOHM,Surface Mount,0.015 (0.37mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-45°C ~ 85°C,,Abracon LLC,,,
INDUCTOR POWER,LQG15HZR18H02D,inductors\Inductor,180nH,150mA,,3.38Ohm Max,500MHz,100MHz,,180nH,±3%,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9110.pdf,FIXED IND 180NH 150MA 3.38 OHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15HZR15H02D,inductors\Inductor,150nH,150mA,,2.99Ohm Max,550MHz,100MHz,,150nH,±3%,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9110.pdf,FIXED IND 150NH 150MA 2.99 OHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15HZR27H02D,inductors\Inductor,270nH,110mA,,4.94Ohm Max,400MHz,100MHz,,270nH,±3%,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9110.pdf,FIXED IND 270NH 110MA 4.94 OHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15HZR12H02D,inductors\Inductor,120nH,200mA,,1.3Ohm Max,600MHz,100MHz,,120nH,±3%,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9110.pdf,FIXED IND 120NH 200MA 1.3 OHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15HZR22H02D,inductors\Inductor,220nH,120mA,,3.77Ohm Max,450MHz,100MHz,,220nH,±3%,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9110.pdf,FIXED IND 220NH 120MA 3.77 OHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15HZR10H02D,inductors\Inductor,100nH,200mA,,1.25Ohm Max,600MHz,100MHz,,100nH,±3%,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9110.pdf,FIXED IND 100NH 200MA 1.25 OHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,MLG1005S2N4ST000,inductors\Inductor,2.4nH,800mA,,150mOhm Max,7GHz,100MHz,7 @ 100MHz,2.4nH,±0.3nH,,"Ceramic, Non-Magnetic",,0402 (1005 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg1005s_en.pdf?ref_disty=digikey,FIXED IND 2.4NH 800MA 150 MOHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,LK1005R18K-TV,inductors\Inductor,180nH,25mA,,760mOhm,150MHz,25MHz,10 @ 25MHz,180nH,±10%,,0402 (1005 Metric),,0402 (1005 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LK1005R18K-TV &u=M,FIXED IND 180NH 25MA 760 MOHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-40°C ~ 85°C,,Taiyo Yuden,,,
INDUCTOR POWER,LK1005R12K-TV,inductors\Inductor,120nH,25mA,,590mOhm,180MHz,25MHz,10 @ 25MHz,120nH,±10%,,0402 (1005 Metric),,0402 (1005 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LK1005R12K-TV &u=M,FIXED IND 120NH 25MA 590 MOHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-40°C ~ 85°C,,Taiyo Yuden,,,
INDUCTOR POWER,LK1005R15K-TV,inductors\Inductor,150nH,25mA,,630mOhm,165MHz,25MHz,10 @ 25MHz,150nH,±10%,,0402 (1005 Metric),,0402 (1005 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LK1005R15K-TV &u=M,FIXED IND 150NH 25MA 630 MOHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-40°C ~ 85°C,,Taiyo Yuden,,,
INDUCTOR POWER,LK1005R27K-TV,inductors\Inductor,270nH,25mA,,910mOhm,120MHz,25MHz,10 @ 25MHz,270nH,±10%,,0402 (1005 Metric),,0402 (1005 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LK1005R27K-TV &u=M,FIXED IND 270NH 25MA 910 MOHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-40°C ~ 85°C,,Taiyo Yuden,,,
INDUCTOR POWER,LK10051R5K-TV,inductors\Inductor,1.5uH,20mA,,950mOhm,50MHz,10MHz,20 @ 10MHz,1.5uH,±10%,,0402 (1005 Metric),,0402 (1005 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LK10051R5K-TV &u=M,FIXED IND 1.5UH 20MA 950 MOHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-40°C ~ 85°C,,Taiyo Yuden,,,
INDUCTOR POWER,LK10051R2K-TV,inductors\Inductor,1.2uH,20mA,,790mOhm,55MHz,10MHz,20 @ 10MHz,1.2uH,±10%,,0402 (1005 Metric),,0402 (1005 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LK10051R2K-TV &u=M,FIXED IND 1.2UH 20MA 790 MOHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-40°C ~ 85°C,,Taiyo Yuden,,,
INDUCTOR POWER,LK1005R33K-TV,inductors\Inductor,330nH,25mA,,1.05Ohm,105MHz,25MHz,10 @ 25MHz,330nH,±10%,,0402 (1005 Metric),,0402 (1005 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LK1005R33K-TV &u=M,FIXED IND 330NH 25MA 1.05 OHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-40°C ~ 85°C,,Taiyo Yuden,,,
INDUCTOR POWER,LK10051R8K-TV,inductors\Inductor,1.8uH,20mA,,1.16Ohm,45MHz,10MHz,20 @ 10MHz,1.8uH,±10%,,0402 (1005 Metric),,0402 (1005 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LK10051R8K-TV &u=M,FIXED IND 1.8UH 20MA 1.16 OHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-40°C ~ 85°C,,Taiyo Yuden,,,
INDUCTOR POWER,LK1005R22K-TV,inductors\Inductor,220nH,25mA,,790mOhm,135MHz,25MHz,10 @ 25MHz,220nH,±10%,,0402 (1005 Metric),,0402 (1005 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LK1005R22K-TV &u=M,FIXED IND 220NH 25MA 790 MOHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-40°C ~ 85°C,,Taiyo Yuden,,,
INDUCTOR POWER,LK1005R39K-TV,inductors\Inductor,390nH,20mA,,410mOhm,85MHz,10MHz,20 @ 10MHz,390nH,±10%,,0402 (1005 Metric),,0402 (1005 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LK1005R39K-TV &u=M,FIXED IND 390NH 20MA 410 MOHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-40°C ~ 85°C,,Taiyo Yuden,,,
INDUCTOR POWER,LK1005R68K-TV,inductors\Inductor,680nH,20mA,,550mOhm,70MHz,10MHz,20 @ 10MHz,680nH,±10%,,0402 (1005 Metric),,0402 (1005 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LK1005R68K-TV &u=M,FIXED IND 680NH 20MA 550 MOHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-40°C ~ 85°C,,Taiyo Yuden,,,
INDUCTOR POWER,LK1005R56K-TV,inductors\Inductor,560nH,20mA,,470mOhm,75MHz,10MHz,20 @ 10MHz,560nH,±10%,,0402 (1005 Metric),,0402 (1005 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LK1005R56K-TV &u=M,FIXED IND 560NH 20MA 470 MOHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-40°C ~ 85°C,,Taiyo Yuden,,,
INDUCTOR POWER,LK10052R2K-TV,inductors\Inductor,2.2uH,20mA,,1.15Ohm,40MHz,10MHz,20 @ 10MHz,2.2uH,±10%,,0402 (1005 Metric),,0402 (1005 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LK10052R2K-TV &u=M,FIXED IND 2.2UH 20MA 1.15 OHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-40°C ~ 85°C,,Taiyo Yuden,,,
INDUCTOR POWER,LK1005R47K-TV,inductors\Inductor,470nH,20mA,,420mOhm,80MHz,10MHz,20 @ 10MHz,470nH,±10%,,0402 (1005 Metric),,0402 (1005 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LK1005R47K-TV &u=M,FIXED IND 470NH 20MA 420 MOHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-40°C ~ 85°C,,Taiyo Yuden,,,
INDUCTOR POWER,LK1005R82K-TV,inductors\Inductor,820nH,20mA,,590mOhm,65MHz,10MHz,20 @ 10MHz,820nH,±10%,,0402 (1005 Metric),,0402 (1005 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LK1005R82K-TV &u=M,FIXED IND 820NH 20MA 590 MOHM,Surface Mount,0.022 (0.55mm),0.039 L x 0.020 W (1.00mm x 0.50mm),2,-40°C ~ 85°C,,Taiyo Yuden,,,
INDUCTOR POWER,LQG15WZ7N5J02D,inductors\Inductor,7.5nH,600mA,,160mOhm Max,4GHz,100MHz,,7.5nH,±5%,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 7.5NH 600MA 160 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ4N7S02D,inductors\Inductor,4.7nH,800mA,,110mOhm Max,5GHz,100MHz,,4.7nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 4.7NH 800MA 110 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ1N6S02D,inductors\Inductor,1.6nH,1A,,40mOhm Max,10GHz,100MHz,,1.6nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 1.6NH 1A 40 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ2N4S02D,inductors\Inductor,2.4nH,1A,,60mOhm Max,6.5GHz,100MHz,,2.4nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 2.4NH 1A 60 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ8N2J02D,inductors\Inductor,8.2nH,550mA,,160mOhm Max,3.6GHz,100MHz,,8.2nH,±5%,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 8.2NH 550MA 160 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ1N8S02D,inductors\Inductor,1.8nH,1A,,40mOhm Max,9GHz,100MHz,,1.8nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 1.8NH 1A 40 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ1N3S02D,inductors\Inductor,1.3nH,1.2A,,30mOhm Max,12GHz,100MHz,,1.3nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 1.3NH 1.2A 30 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ1N1S02D,inductors\Inductor,1.1nH,1.2A,,30mOhm Max,14GHz,100MHz,,1.1nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 1.1NH 1.2A 30 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ1N2S02D,inductors\Inductor,1.2nH,1.2A,,30mOhm Max,13GHz,100MHz,,1.2nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 1.2NH 1.2A 30 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ11NJ02D,inductors\Inductor,10nH,450mA,,220mOhm Max,3GHz,100MHz,,10nH,±5%,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 10NH 450MA 220 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ9N1J02D,inductors\Inductor,9.1nH,550mA,,170mOhm Max,3.4GHz,100MHz,,9.1nH,±5%,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 9.1NH 550MA 170 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ2N2S02D,inductors\Inductor,2.2nH,1A,,60mOhm Max,8GHz,100MHz,,2.2nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 2.2NH 1A 60 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ15NJ02D,inductors\Inductor,15nH,400mA,,280mOhm Max,2.3GHz,100MHz,,15nH,±5%,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 15NH 400MA 280 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ6N2S02D,inductors\Inductor,6.2nH,700mA,,130mOhm Max,4GHz,100MHz,,6.2nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 6.2NH 700MA 130 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ3N0S02D,inductors\Inductor,3nH,900mA,,80mOhm Max,6GHz,100MHz,,3nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 3NH 900MA 80 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ1N0S02D,inductors\Inductor,1nH,1.2A,,30mOhm Max,15GHz,100MHz,,1nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 1NH 1.2A 30 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ3N6S02D,inductors\Inductor,3.6nH,900mA,,90mOhm Max,5.5GHz,100MHz,,3.6nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 3.6NH 900MA 90 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ5N1S02D,inductors\Inductor,5.1nH,800mA,,120mOhm Max,4.5GHz,100MHz,,5.1nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 5.1NH 800MA 120 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ5N6S02D,inductors\Inductor,5.6nH,800mA,,130mOhm Max,4.5GHz,100MHz,,5.6nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 5.6NH 800MA 130 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ2N0S02D,inductors\Inductor,2nH,1A,,50mOhm Max,8GHz,100MHz,,2nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 2NH 1A 50 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ4N3S02D,inductors\Inductor,4.3nH,800mA,,100mOhm Max,5GHz,100MHz,,4.3nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 4.3NH 800MA 100 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ3N9S02D,inductors\Inductor,3.9nH,900mA,,90mOhm Max,5GHz,100MHz,,3.9nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 3.9NH 900MA 90 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ13NJ02D,inductors\Inductor,13nH,400mA,,260mOhm Max,2.8GHz,100MHz,,13nH,±5%,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 13NH 400MA 260 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ1N5S02D,inductors\Inductor,1.5nH,1A,,40mOhm Max,11GHz,100MHz,,1.5nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 1.5NH 1A 40 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ3N3S02D,inductors\Inductor,3.3nH,900mA,,80mOhm Max,6GHz,100MHz,,3.3nH,±0.3nH,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 3.3NH 900MA 80 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQG15WZ12NJ02D,inductors\Inductor,12nH,450mA,,240mOhm Max,2.8GHz,100MHz,,12nH,±5%,,Air,,0402 (1005 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243B-9117.pdf,FIXED IND 12NH 450MA 240 MOHM,Surface Mount,0.020 (0.51mm),0.039 L x 0.024 W (1.00mm x 0.60mm),2,-55°C ~ 125°C,,Murata Electronics,,,
