Part Type,Part Number,Schematic Part,Part Value,Current Rating (Amps),Current - Saturation,DC Resistance (DCR),Frequency - Self Resonant,Inductance Frequency - Test,Q @ Freq,Inductance,Tolerance,Voltage,Material - Core,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Height - Seated (Max),Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
INDUCTOR RF,744765124GA,inductors\Inductor,,400mA,,300mOhm Max,2.7GHz,250MHz,25 @ 250MHz,,±2%,,0402 (1005 Metric),L_0402_1005Metric,0402 (1005 Metric),L,,,,WE-KI SMT WIRE WOUND CERAMIC IND,Surface Mount,,,2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR RF,744765113GA,inductors\Inductor,,560mA,,210mOhm Max,3.45GHz,250MHz,24 @ 250MHz,,±2%,,0402 (1005 Metric),L_0402_1005Metric,0402 (1005 Metric),L,,,,WE-KI SMT WIRE WOUND CERAMIC IND,Surface Mount,,,2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR RF,744765127GA,inductors\Inductor,,400mA,,298mOhm Max,2.48GHz,250MHz,26 @ 250MHz,,±2%,,0402 (1005 Metric),L_0402_1005Metric,0402 (1005 Metric),L,,,,WE-KI SMT WIRE WOUND CERAMIC IND,Surface Mount,,,2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR RF,744765051GA,inductors\Inductor,,800mA,,83mOhm Max,5.8GHz,250MHz,23 @ 250MHz,,±0.2nH,,0402 (1005 Metric),L_0402_1005Metric,0402 (1005 Metric),L,,,,WE-KI SMT WIRE WOUND CERAMIC IND,Surface Mount,,,2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR RF,744765115GA,inductors\Inductor,,560mA,,172mOhm Max,3.28GHz,250MHz,26 @ 250MHz,,±2%,,0402 (1005 Metric),L_0402_1005Metric,0402 (1005 Metric),L,,,,WE-KI SMT WIRE WOUND CERAMIC IND,Surface Mount,,,2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR RF,B82496C3181J000,inductors\Inductor,180nH,120mA,,6Ohm Max,1.4GHz,25.2MHz,4 @ 25.2MHz,180nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 180NH 120MA 6 OHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3121J000,inductors\Inductor,120nH,160mA,,3Ohm Max,1.8GHz,25.2MHz,5 @ 25.2MHz,120nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 120NH 160MA 3 OHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3220J000,inductors\Inductor,22nH,380mA,,500mOhm Max,4GHz,100MHz,14 @ 100MHz,22nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 22NH 380MA 500 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3569J000,inductors\Inductor,5.6nH,700mA,,150mOhm Max,6GHz,100MHz,14 @ 100MHz,5.6nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 5.6NH 700MA 150 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3689J000,inductors\Inductor,6.8nH,700mA,,150mOhm Max,6GHz,100MHz,14 @ 100MHz,6.8nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 6.8NH 700MA 150 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3339A000,inductors\Inductor,3.3nH,1.2A,,60mOhm Max,9GHz,100MHz,14 @ 100MHz,3.3nH,±0.3nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 3.3NH 1.2A 60 MOHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3399J000,inductors\Inductor,3.9nH,1.1A,,65mOhm Max,8GHz,100MHz,14 @ 100MHz,3.9nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 3.9NH 1.1A 65 MOHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3101J000,inductors\Inductor,100nH,200mA,,1.8Ohm Max,1.8GHz,100MHz,14 @ 100MHz,100nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 100NH 200MA 1.8 OHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3680J000,inductors\Inductor,68nH,230mA,,1.3Ohm Max,2GHz,100MHz,14 @ 100MHz,68nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 68NH 230MA 1.3 OHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3390J000,inductors\Inductor,39nH,300mA,,800mOhm Max,2.5GHz,100MHz,14 @ 100MHz,39nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 39NH 300MA 800 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3221G000,inductors\Inductor,220nH,110mA,,7Ohm Max,1.3GHz,25.2MHz,4 @ 25.2MHz,220nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 220NH 110MA 7 OHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3220G000,inductors\Inductor,22nH,380mA,,500mOhm Max,4GHz,100MHz,14 @ 100MHz,22nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 22NH 380MA 500 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3560G000,inductors\Inductor,56nH,250mA,,1.2Ohm Max,2.5GHz,100MHz,35 @ 100MHz,56nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 56NH 250MA 1.2 OHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3270G000,inductors\Inductor,27nH,360mA,,550mOhm Max,3GHz,100MHz,14 @ 100MHz,27nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 27NH 360MA 550 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3470G000,inductors\Inductor,47nH,270mA,,950mOhm Max,2.5GHz,100MHz,14 @ 100MHz,47nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 47NH 270MA 950 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3330G000,inductors\Inductor,33nH,350mA,,600mOhm Max,3GHz,100MHz,14 @ 100MHz,33nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 33NH 350MA 600 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3229Z000,inductors\Inductor,2.2nH,1.5A,,35mOhm Max,10GHz,100MHz,14 @ 100MHz,2.2nH,±0.2nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 2.2NH 1.5A 35 MOHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3829J000,inductors\Inductor,8.2nH,650mA,,180mOhm Max,6GHz,100MHz,14 @ 100MHz,8.2nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 8.2NH 650MA 180 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3820J000,inductors\Inductor,82nH,220mA,,1.5Ohm Max,2GHz,100MHz,14 @ 100MHz,82nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 82NH 220MA 1.5 OHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3479J000,inductors\Inductor,4.7nH,800mA,,100mOhm Max,7GHz,100MHz,14 @ 100MHz,4.7nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 4.7NH 800MA 100 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3330J000,inductors\Inductor,33nH,350mA,,600mOhm Max,3GHz,100MHz,14 @ 100MHz,33nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 33NH 350MA 600 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3100J000,inductors\Inductor,10nH,600mA,,200mOhm Max,5GHz,100MHz,14 @ 100MHz,10nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 10NH 600MA 200 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3270J000,inductors\Inductor,27nH,360mA,,550mOhm Max,3GHz,100MHz,14 @ 100MHz,27nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 27NH 360MA 550 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3470J000,inductors\Inductor,47nH,270mA,,950mOhm Max,2.5GHz,100MHz,14 @ 100MHz,47nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 47NH 270MA 950 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3229A000,inductors\Inductor,2.2nH,1.5A,,35mOhm Max,10GHz,100MHz,14 @ 100MHz,2.2nH,±0.3nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 2.2NH 1.5A 35 MOHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3120J000,inductors\Inductor,12nH,450mA,,350mOhm Max,5GHz,100MHz,14 @ 100MHz,12nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 12NH 450MA 350 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3109A000,inductors\Inductor,1nH,1.8A,,20mOhm Max,16GHz,100MHz,7 @ 100MHz,1nH,±0.3nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 1NH 1.8A 20 MOHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3560J000,inductors\Inductor,56nH,250mA,,1.2Ohm Max,2.5GHz,100MHz,14 @ 100MHz,56nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 56NH 250MA 1.2 OHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3189A000,inductors\Inductor,1.8nH,1.5A,,33mOhm Max,12GHz,100MHz,12 @ 100MHz,1.8nH,±0.3nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 1.8NH 1.5A 33 MOHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3150J000,inductors\Inductor,15nH,420mA,,400mOhm Max,4.5GHz,100MHz,14 @ 100MHz,15nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 15NH 420MA 400 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3129A000,inductors\Inductor,1.2nH,1.8A,,25mOhm Max,15GHz,100MHz,8 @ 100MHz,1.2nH,±0.3nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 1.2NH 1.8A 25 MOHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3180J000,inductors\Inductor,18nH,400mA,,450mOhm Max,4GHz,100MHz,14 @ 100MHz,18nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 18NH 400MA 450 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3159A000,inductors\Inductor,1.5nH,1.5A,,30mOhm Max,13GHz,100MHz,8 @ 100MHz,1.5nH,±0.3nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 1.5NH 1.5A 30 MOHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3279A000,inductors\Inductor,2.7nH,1.4A,,40mOhm Max,10GHz,100MHz,14 @ 100MHz,2.7nH,±0.3nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 2.7NH 1.4A 40 MOHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3129Z000,inductors\Inductor,1.2nH,1.8A,,25mOhm Max,15GHz,100MHz,8 @ 100MHz,1.2nH,±0.2nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 1.2NH 1.8A 25 MOHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3101G000,inductors\Inductor,100nH,200mA,,1.8Ohm Max,1.8GHz,100MHz,14 @ 100MHz,100nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 100NH 200MA 1.8 OHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3151J000,inductors\Inductor,150nH,130mA,,5Ohm Max,1.6GHz,25.2MHz,5 @ 25.2MHz,150nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 150NH 130MA 5 OHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3180G000,inductors\Inductor,18nH,400mA,,450mOhm Max,4GHz,100MHz,14 @ 100MHz,18nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 18NH 400MA 450 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3120G000,inductors\Inductor,12nH,450mA,,350mOhm Max,5GHz,100MHz,14 @ 100MHz,12nH,±2%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 12NH 450MA 350 MOHM,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3189Z000,inductors\Inductor,1.8nH,1.5A,,33mOhm Max,12GHz,100MHz,12 @ 100MHz,1.8nH,±0.2nH,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 1.8NH 1.5A 33 MOHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,B82496C3221J000,inductors\Inductor,220nH,110mA,,7Ohm Max,1.3GHz,25.2MHz,4 @ 25.2MHz,220nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82496c.pdf,FIXED IND 220NH 110MA 7 OHM SMD,Surface Mount,,,2,-55°C ~ 150°C,,TDK Electronics Inc.,,,
INDUCTOR RF,744761112C,inductors\Inductor,12nH,700mA,,100mOhm Max,4GHz,250MHz,32 @ 250MHz,12nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://katalog.we-online.de/pbs/datasheet/744761112C.pdf,FIXED IND 12NH 700MA 100 MOHM,Surface Mount,,,2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR RF,744761087C,inductors\Inductor,8.7nH,700mA,,100mOhm Max,4.6GHz,250MHz,28 @ 250MHz,8.7nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://katalog.we-online.de/pbs/datasheet/744761087C.pdf,FIXED IND 8.7NH 700MA 100 MOHM,Surface Mount,,,2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR RF,744761075C,inductors\Inductor,7.5nH,700mA,,100mOhm Max,4.8GHz,250MHz,28 @ 250MHz,7.5nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://katalog.we-online.de/pbs/datasheet/744761075C.pdf,FIXED IND 7.5NH 700MA 100 MOHM,Surface Mount,,,2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR RF,744761047C,inductors\Inductor,4.7nH,700mA,,80mOhm Max,5.8GHz,250MHz,20 @ 250MHz,4.7nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://katalog.we-online.de/pbs/datasheet/744761047C.pdf,FIXED IND 4.7NH 700MA 80 MOHM,Surface Mount,,,2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR RF,744761082C,inductors\Inductor,8.2nH,700mA,,100mOhm Max,4.7GHz,250MHz,28 @ 250MHz,8.2nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://katalog.we-online.de/pbs/datasheet/744761082C.pdf,FIXED IND 8.2NH 700MA 100 MOHM,Surface Mount,,,2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR RF,744761056C,inductors\Inductor,5.6nH,700mA,,190mOhm Max,5.7GHz,250MHz,16 @ 250MHz,5.6nH,±5%,,Ceramic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://katalog.we-online.de/pbs/datasheet/744761056C.pdf,FIXED IND 5.6NH 700MA 190 MOHM,Surface Mount,,,2,-40°C ~ 125°C,,Würth Elektronik,,,
INDUCTOR RF,MBKK1608HR24N,inductors\Inductor,240nH,2.3A,1.65A,50mOhm Max,,1MHz,,240nH,±30%,,Metal,L_0603_1608Metric,0603 (1608 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=MBKK1608HR24N &u=M,FIXED IND 240NH 2.3A 50 MOHM SMD,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-40°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR RF,LQW18ANR36G8ZD,inductors\Inductor,360nH,190mA,,3.98Ohm Max,1.05GHz,100MHz,25 @ 100MHz,360nH,±2%,,Non-Magnetic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9133.pdf,FIXED IND 360NH 190MA 3.98 OHM,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW18ANR27G8ZD,inductors\Inductor,270nH,260mA,,2.42Ohm Max,1.25GHz,100MHz,24 @ 100MHz,270nH,±2%,,Non-Magnetic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9133.pdf,FIXED IND 270NH 260MA 2.42 OHM,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW18AN68NG8ZD,inductors\Inductor,68nH,630mA,,380mOhm Max,2.38GHz,100MHz,37 @ 200MHz,68nH,±2%,,Non-Magnetic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-9133.pdf,FIXED IND 68NH 630MA 380 MOHM,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LBMF1608T4R7M,inductors\Inductor,4.7uH,110mA,,240mOhm,45MHz,7.96MHz,,4.7µH,±20%,,0603 (1608 Metric),L_0603_1608Metric,0603 (1608 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LBMF1608T4R7M  &u=M,FIXED IND 4.7UH 110MA 240 MOHM,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-25°C ~ 105°C,,Taiyo Yuden,,,
INDUCTOR RF,MBKK1608TR47N,inductors\Inductor,470nH,1.4A,1.1A,104mOhm Max,,1MHz,,470nH,±30%,,Metal,L_0603_1608Metric,0603 (1608 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=MBKK1608TR47N  &u=M,FIXED IND 470NH 1.4A 104 MOHM,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-40°C ~ 105°C,,Taiyo Yuden,,,
INDUCTOR RF,LQW18AN4N7C80D,inductors\Inductor,4.7nH,1.5A,,54mOhm Max,10.4GHz,100MHz,25 @ 250MHz,4.7nH,±0.2nH,,Non-Magnetic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0102.pdf,FIXED IND 4.7NH 1.5A 54 MOHM SMD,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW18AN8N7C00D,inductors\Inductor,8.7nH,650mA,,110mOhm Max,6GHz,100MHz,35 @ 250MHz,8.7nH,±0.2nH,,0603 (1608 Metric),L_0603_1608Metric,0603 (1608 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0024.pdf,FIXED IND 8.7NH 650MA 110 MOHM,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW18ANR18G00D,inductors\Inductor,180nH,140mA,,2.2Ohm Max,1.3GHz,100MHz,25 @ 100MHz,180nH,±2%,,Non-Magnetic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0024.pdf,FIXED IND 180NH 140MA 2.2 OHM,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW18ANR16G00D,inductors\Inductor,160nH,150mA,,2.1Ohm Max,1.35GHz,100MHz,32 @ 150MHz,160nH,±2%,,Non-Magnetic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0024.pdf,FIXED IND 160NH 150MA 2.1 OHM,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW18AN13NJ00D,inductors\Inductor,13nH,600mA,,130mOhm Max,6GHz,100MHz,35 @ 250MHz,13nH,±5%,,Non-Magnetic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0024.pdf,FIXED IND 13NH 600MA 130 MOHM,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR RF,LQW18AN8N7D00D,inductors\Inductor,8.7nH,650mA,,110mOhm Max,6GHz,100MHz,35 @ 250MHz,8.7nH,±0.5nH,,Non-Magnetic,L_0603_1608Metric,0603 (1608 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0024.pdf,FIXED IND 8.7NH 650MA 110 MOHM,Surface Mount,0.039 (1.00mm),0.063 L x 0.031 W (1.60mm x 0.80mm),2,-55°C ~ 125°C,,Murata Electronics,,,
