"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
General Purpose,"0.5pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402BRNPO9BNR50/311-1631-1-ND/5195533,"","","","","","","","",CAP CER 0.5PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.103000","","",Active,Yageo,CC0402BRNPO9BNR50,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8219",Active,"0.01","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1631-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.1pF,"","0.5pF","50V"
General Purpose,"56pF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=UMK105CG560JV-F  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/UMK105CG560JV-F/587-1208-1-ND/930985,"","","","","","","","",CAP CER 56PF 50V NP0 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.100000","","",Active,Taiyo Yuden,UMK105CG560JV-F,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8222",Active,"0.01","",M,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"587-1208-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±5%,"","56pF","50V"
Automotive,"220pF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=UMK105CG221JVHF &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/UMK105CG221JVHF/587-3744-1-ND/4811214,"","","","","","","","",CAP CER 220PF 50V NP0 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.097000","","",Active,Taiyo Yuden,UMK105CG221JVHF,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8224",Active,"0.01",AEC-Q200,M,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"587-3744-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±5%,"","220pF","50V"
Automotive,"0.047uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA2B3X5R1H473M050BB/445-12210-1-ND/3953876,"","","","","","","","",CAP CER 0.047UF 50V X5R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.093000","","",Active,TDK Corporation,CGA2B3X5R1H473M050BB,"1","Surface Mount, MLCC",-55°C ~ 85°C,"0402 (1005 Metric)",TapeAndReel,"8226",Active,"0.01",AEC-Q200,CGA,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"445-12210-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.022 (0.55mm)",±20%,"","0.047uF","50V"
General Purpose,"6800pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402JRX7R9BB682/311-3775-1-ND/8024864,"","","","","","","","",CAP CER 6800PF 50V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.090000","","",Active,Yageo,CC0402JRX7R9BB682,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8229",Active,"0.01","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3775-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±5%,"","6800pF","50V"
General Purpose,"0.033uF",=Value,Datasheet,https://www.yuden.co.jp/productdata/catalog/mlcc01_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/TMK105BJ333KV-F/587-3466-1-ND/4157204,"","","","","","","","",CAP CER 0.033UF 25V X5R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.083000","","",Active,Taiyo Yuden,TMK105BJ333KV-F,"1","Surface Mount, MLCC",-55°C ~ 85°C,"0402 (1005 Metric)",TapeAndReel,"8231",Active,"0.01","",M,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"587-3466-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.022 (0.55mm)",±10%,"","0.033uF","25V"
General Purpose,"68pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402GRNPO9BN680/311-1657-1-ND/5195559,"","","","","","","","",CAP CER 68PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.080000","","",Active,Yageo,CC0402GRNPO9BN680,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8235",Active,"0.01","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1657-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±2%,"","68pF","50V"
General Purpose,"7pF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_hightemp_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/C1005NP01H070D050BA/445-13780-1-ND/3955446,"","","","","","","","",CAP CER 7PF 50V NP0 0402,"0402 (1005 Metric)","",High Temperature,,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.060000","","",Active,TDK Corporation,C1005NP01H070D050BA,"1","Surface Mount, MLCC",-55°C ~ 150°C,"0402 (1005 Metric)",TapeAndReel,"8238",Active,"0.01","",C,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"445-13780-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.5pF,"","7pF","50V"
General Purpose,"7.5pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402CRNPO9BN7R5/311-1634-1-ND/5195536,"","","","","","","","",CAP CER 7.5PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.053000","","",Active,Yageo,CC0402CRNPO9BN7R5,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"8240",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1634-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.25pF,"","7.5pF","50V"
General Purpose,"5600pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402JRX7R9BB562/311-3773-1-ND/8024862,"","","","","","","","",CAP CER 5600PF 50V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.050000","","",Active,Yageo,CC0402JRX7R9BB562,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8243",Active,"0.01","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3773-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±5%,"","5600pF","50V"
General Purpose,"10000pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402MRX7R7BB103/311-3822-1-ND/8024911,"","","","","","","","",CAP CER 10000PF 16V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.047000","","",Active,Yageo,CC0402MRX7R7BB103,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"8246",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3822-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±20%,"","10000pF","16V"
General Purpose,"150pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402JRNPO8BN151/311-3747-1-ND/8024836,"","","","","","","","",CAP CER 150PF 25V NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.043000","","",Active,Yageo,CC0402JRNPO8BN151,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8249",Active,"0.01","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3747-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±5%,"","150pF","25V"
General Purpose,"68pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402JRNPO8BN680/311-3752-1-ND/8024841,"","","","","","","","",CAP CER 68PF 25V NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.040000","","",Active,Yageo,CC0402JRNPO8BN680,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"8252",Active,"0.10","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3752-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±5%,"","68pF","25V"
General Purpose,"270pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C0402C271J3GACTU.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C0402C271J3GAC7867/399-15315-1-ND/7386713,"","","","","","","","",CAP CER 270PF 25V NP0 0402,"0402 (1005 Metric)","",Low ESL,,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.037000","","",Active,KEMET,C0402C271J3GAC7867,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8253",Active,"0.01","",SMD Comm C0G,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"399-15315-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±5%,"","270pF","25V"
General Purpose,"820pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402JRX7R9BB821/311-3776-1-ND/8024865,"","","","","","","","",CAP CER 820PF 50V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.030000","","",Active,Yageo,CC0402JRX7R9BB821,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8256",Active,"0.01","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3776-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±5%,"","820pF","50V"
General Purpose,"5.6pF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/UMK105CG5R6CV-F/587-3174-1-ND/3195076,"","","","","","","","",CAP CER 5.6PF 50V NP0 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.027000","","",Active,Taiyo Yuden,UMK105CG5R6CV-F,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8260",Active,"0.01","",M,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"587-3174-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.25pF,"","5.6pF","50V"
General Purpose,"27pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402FRNPO9BN270/311-1644-1-ND/5195546,"","","","","","","","",CAP CER 27PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.023000","","",Active,Yageo,CC0402FRNPO9BN270,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8262",Active,"0.01","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1644-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±1%,"","27pF","50V"
General Purpose,"2200pF",=Value,Datasheet,https://katalog.we-online.de/pbs/datasheet/885012205027.pdf,DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/885012205027/732-7522-1-ND/5454149,"","","","","","","","",CAP CER 2200PF 16V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.020000","","",Active,Würth Elektronik,"885012205027","1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8265",Active,"0.01","",WCAP-CSGP,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"732-7522-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±10%,"","2200pF","16V"
General Purpose,"10000pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402JRX7R9BB103/311-3339-1-ND/6818309,"","","","","","","","",CAP CER 10000PF 50V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.017000","","",Active,Yageo,CC0402JRX7R9BB103,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8267",Active,"0.01","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3339-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±5%,"","10000pF","50V"
Automotive,"220pF",=Value,Datasheet,http://www.yageo.com/documents/recent/UPY-AC_NP0X7R_16V-to-630V_12.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/AC0402KRX7R7BB221/311-3060-1-ND/6643312,"","","","","","","","",CAP CER 220PF 16V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.013000","","",Active,Yageo,AC0402KRX7R7BB221,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8279",Active,"0.01",AEC-Q200,AC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3060-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±10%,"","220pF","16V"
Automotive,"680pF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA2B2X7R1H681M050BA/445-12281-1-ND/3953947,"","","","","","","","",CAP CER 680PF 50V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:10.007000","","",Active,TDK Corporation,CGA2B2X7R1H681M050BA,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8282",Active,"0.01",AEC-Q200,CGA,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"445-12281-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±20%,"","680pF","50V"
General Purpose,"5.6pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402DRNPO9BN5R6/311-1011-1-ND/302928,"","","","","","","","",CAP CER 5.6PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:09.987000","","",Active,Yageo,CC0402DRNPO9BN5R6,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8284",Active,"0.01","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1011-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.5pF,"","5.6pF","50V"
General Purpose,"220pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402KRNPO9BN221/311-3782-1-ND/8024871,"","","","","","","","",CAP CER 220PF 50V NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:09.977000","","",Active,Yageo,CC0402KRNPO9BN221,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8286",Active,"0.01","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-3782-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±10%,"","220pF","50V"
General Purpose,"2.2pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402BRNPO9BN2R2/311-1618-1-ND/5195520,"","","","","","","","",CAP CER 2.2PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:09.973000","","",Active,Yageo,CC0402BRNPO9BN2R2,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8289",Active,"0.01","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1618-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±0.1pF,"","2.2pF","50V"
Automotive,"18pF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/UMK105CH180JVHF/587-5072-1-ND/6563915,"","","","","","","","",CAP CER 18PF 50V CH 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:09.970000","","",Active,Taiyo Yuden,UMK105CH180JVHF,"1","Surface Mount, MLCC","","0402 (1005 Metric)",TapeAndReel,"8292",Active,"0.01",AEC-Q200,M,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"587-5072-1-ND","","","","","","","","","","",,capacitors\capacitor,CH,"",±5%,"","18pF","50V"
Automotive,"0.047uF",=Value,Datasheet,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf?ref_disty=digikey,DigiKey Link,http://digikey.com/product-detail/en/tdk-corporation/CGA2B2X5R1C473K050BA/445-12164-1-ND/3953830,"","","","","","","","",CAP CER 0.047UF 16V X5R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:09.963000","","",Active,TDK Corporation,CGA2B2X5R1C473K050BA,"1","Surface Mount, MLCC",-55°C ~ 85°C,"0402 (1005 Metric)",TapeAndReel,"8305",Active,"0.01",AEC-Q200,CGA,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"445-12164-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.022 (0.55mm)",±10%,"","0.047uF","16V"
General Purpose,"1500pF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=UMK105B7152KV-F  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/UMK105B7152KV-F/587-6029-1-ND/8040692,"","","","","","","","",CAP CER 1500PF 50V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:09.943000","","",Active,Taiyo Yuden,UMK105B7152KV-F,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",CutTape,"8309",Active,"0.10","",M,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"587-6029-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±10%,"","1500pF","50V"
General Purpose,"270pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402KRX7R9BB271/311-1723-1-ND/5195625,"","","","","","","","",CAP CER 270PF 50V X7R 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:09.940000","","",Active,Yageo,CC0402KRX7R9BB271,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8312",Active,"0.01","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1723-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.022 (0.55mm)",±10%,"","270pF","50V"
General Purpose,"56pF",=Value,Datasheet,http://www.passivecomponent.com/wp-content/uploads/2018/10/MLCC.pdf,DigiKey Link,http://digikey.com/product-detail/en/walsin-technology-corporation/0402N560J500CT/1292-1334-1-ND/9355338,"","","","","","","","",CAP CER 56PF 50V C0G/NP0 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:09.937000","","",Active,Walsin Technology Corporation,"0402N560J500CT","1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8316",Active,"0.01","",-,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"1292-1334-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±5%,"","56pF","50V"
General Purpose,"36pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0402JRNPO9BN360/311-1668-1-ND/5195570,"","","","","","","","",CAP CER 36PF 50V C0G/NPO 0402,"0402 (1005 Metric)","","",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:09.930000","","",Active,Yageo,CC0402JRNPO9BN360,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8318",Active,"0.01","",CC,"0.039 L x 0.020 W (1.00mm x 0.50mm)",DigiKey,"311-1668-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.022 (0.55mm)",±5%,"","36pF","50V"
"RF, Microwave, High Frequency","2.7pF",=Value,Datasheet,http://datasheets.avx.com/UQ-Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/UQCL2A2R7BAT2A-500/478-6410-1-ND/2512246,"","","","","","","","",CAP CER 2.7PF 200V 0402,"0402 (1005 Metric)","","High Q, Low Loss",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:09.927000","","",Active,AVX Corporation,UQCL2A2R7BAT2A\500,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8320",Active,"0.34","",UQ,"0.040 L x 0.020 W (1.02mm x 0.51mm)",DigiKey,"478-6410-1-ND","","","","","","","","","","",,capacitors\capacitor,A,"0.024 (0.60mm)",±0.1pF,"","2.7pF","200V"
"RF, Microwave, High Frequency","2.4pF",=Value,Datasheet,http://datasheets.avx.com/UQ-Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/UQCL2A2R4BAT2A-500/478-6409-1-ND/2512245,"","","","","","","","",CAP CER 2.4PF 200V 0402,"0402 (1005 Metric)","","High Q, Low Loss",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:09.923000","","",Active,AVX Corporation,UQCL2A2R4BAT2A\500,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8323",Active,"0.34","",UQ,"0.040 L x 0.020 W (1.02mm x 0.51mm)",DigiKey,"478-6409-1-ND","","","","","","","","","","",,capacitors\capacitor,A,"0.024 (0.60mm)",±0.1pF,"","2.4pF","200V"
"RF, Microwave, High Frequency","2pF",=Value,Datasheet,http://datasheets.avx.com/UQ-Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/UQCL2A2R0BAT2A/478-6407-1-ND/2512243,"","","","","","","","",CAP CER 2PF 200V 0402,"0402 (1005 Metric)","","High Q, Low Loss",,,,"C0402N,C0402L,C0402M",,,"","2020-09-02 01:02:09.910000","","",Active,AVX Corporation,UQCL2A2R0BAT2A,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0402 (1005 Metric)",TapeAndReel,"8329",Active,"0.34","",UQ,"0.040 L x 0.020 W (1.02mm x 0.51mm)",DigiKey,"478-6407-1-ND","","","","","","","","","","",,capacitors\capacitor,A,"0.024 (0.60mm)",±0.1pF,"","2pF","200V"
