"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Composition","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Number of Terminations","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power (Watts)","Price","Ratings","Resistance","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Temperature Coefficient","Tolerance","Type","Value"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RL73K3AR82JTDF/A106040CT-ND/3477674,"","","","","","","","",Thick Film,RES 0.82 OHM 5% 1W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.033 (0.84mm)","2020-09-02 01:18:05.117000",Active,TE Connectivity Passive Product,RL73K3AR82JTDF,"1","2",-55°C ~ 155°C,"2512 (6432 Metric)",TapeAndReel,"1731",Active,"1W","0.17","","820m","RL73, CGS","0.250 L x 0.122 W (6.35mm x 3.10mm)",DigiKey,A106040CT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","820m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773289&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/TL3AR068F/A105526-ND/2055837,"","","","","","","","",Metal Foil,RES 0.068 OHM 1% 1W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.024 (0.60mm)","2020-09-02 01:18:05.113000",Active,TE Connectivity Passive Product,TL3AR068F,"1","2",-65°C ~ 170°C,"2512 (6432 Metric)",Bulk,"1732",Active,"1W","1.53","","68m","TL, CGS","0.252 L x 0.126 W (6.40mm x 3.20mm)",DigiKey,A105526-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±75ppm/°C,±1%,"","68m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RLP73K3AR75FTDF/A109715CT-ND/4032481,"","","","","","","","",Thick Film,RES 0.75 OHM 1% 2W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.033 (0.84mm)","2020-09-02 01:18:05.110000",Active,TE Connectivity Passive Product,RLP73K3AR75FTDF,"1","2",-55°C ~ 155°C,"2512 (6432 Metric)",TapeAndReel,"1733",Active,"2W","0.16","","750m","RL73, CGS","0.250 L x 0.124 W (6.35mm x 3.15mm)",DigiKey,A109715CT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","750m"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CRM.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CRM2512-FX-R220ELF/118-CRM2512-FX-R220ELFCT-ND/10673800,"","","","","","","","",Thick Film,RES 0.22 OHM 1% 2W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.031 (0.80mm)","2020-09-02 01:18:05.103000",Active,Bourns Inc.,CRM2512-FX-R220ELF,"1","2",-55°C ~ 155°C,"2512 (6432 Metric)",TapeAndReel,"1734",Active,"2W","0.30","","220m",CRM2512,"0.248 L x 0.122 W (6.30mm x 3.10mm)",DigiKey,"118-CRM2512-FX-R220ELFCT-ND","","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","220m"
=Value,Datasheet,http://www.cyntec.com/upfile/products/download/CYNP-4Y-A09%20(E4)%20VSML2512S3%20(0M30~R010).pdf,DigiKey Link,http://digikey.com/product-detail/en/delta-electronics-cyntec/VSML2512S3-0M50F/VSML2512S3-0M50F-ND/9762036,"","","","","","","","","",RES SMD 500 UOHM 1% 3W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.033 (0.85mm)","2020-09-02 01:18:05.100000",Active,Delta Electronics/Cyntec,VSML2512S3-0M50F,"2000","2",-65°C ~ 170°C,"2512 (6432 Metric)",Unknown,"1735",Active,"3W","0.34","","500µ",VSML,"0.250 L x 0.126 W (6.35mm x 3.20mm)",DigiKey,VSML2512S3-0M50F-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","500µ"
=Value,Datasheet,http://www.cyntec.com/upfile/products/download/CYNP-4Y-A09%20(E4)%20VSML2512S3%20(0M30~R010).pdf,DigiKey Link,http://digikey.com/product-detail/en/delta-electronics-cyntec/VSML2512S3-0M80F/VSML2512S3-0M80F-ND/9762037,"","","","","","","","","",RES SMD 800 UOHM 1% 3W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.033 (0.85mm)","2020-09-02 01:18:05.097000",Active,Delta Electronics/Cyntec,VSML2512S3-0M80F,"2000","2",-65°C ~ 170°C,"2512 (6432 Metric)",Unknown,"1736",Active,"3W","0.34","","800µ",VSML,"0.250 L x 0.126 W (6.35mm x 3.20mm)",DigiKey,VSML2512S3-0M80F-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","800µ"
=Value,Datasheet,http://www.cyntec.com/upfile/products/download/CYNP-4Y-A09%20(E4)%20VSML2512S3%20(0M30~R010).pdf,DigiKey Link,http://digikey.com/product-detail/en/delta-electronics-cyntec/VSML2512S3-R001F/VSML2512S3-R001F-ND/9762038,"","","","","","","","","",RES 0.001 OHM 1% 3W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.033 (0.85mm)","2020-09-02 01:18:05.093000",Active,Delta Electronics/Cyntec,VSML2512S3-R001F,"2000","2",-65°C ~ 170°C,"2512 (6432 Metric)",Unknown,"1737",Active,"3W","0.34","","1m",VSML,"0.250 L x 0.126 W (6.35mm x 3.20mm)",DigiKey,VSML2512S3-R001F-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±75ppm/°C,±1%,"","1m"
=Value,Datasheet,http://www.cyntec.com/upfile/products/download/CYNP-4Y-A09%20(E4)%20VSML2512S3%20(0M30~R010).pdf,DigiKey Link,http://digikey.com/product-detail/en/delta-electronics-cyntec/VSML2512S3-R008F/VSML2512S3-R008F-ND/9762039,"","","","","","","","","",RES 0.008 OHM 1% 3W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.033 (0.85mm)","2020-09-02 01:18:05.090000",Active,Delta Electronics/Cyntec,VSML2512S3-R008F,"2000","2",-65°C ~ 170°C,"2512 (6432 Metric)",Unknown,"1738",Active,"3W","0.34","","8m",VSML,"0.250 L x 0.126 W (6.35mm x 3.20mm)",DigiKey,VSML2512S3-R008F-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","8m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773289&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/TL3AR033FTDG/A106030CT-ND/3477657,"","","","","","","","",Metal Foil,RES 0.033 OHM 1% 1W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.024 (0.60mm)","2020-09-02 01:18:05.087000",Active,TE Connectivity Passive Product,TL3AR033FTDG,"1","2",-65°C ~ 170°C,"2512 (6432 Metric)",TapeAndReel,"1739",Active,"1W","0.60","","33m","TL, CGS","0.252 L x 0.126 W (6.40mm x 3.20mm)",DigiKey,A106030CT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±75ppm/°C,±1%,"","33m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773289&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/TL3AR068FTDG/A121536CT-ND/5246491,"","","","","","","","",Metal Foil,RES 0.068 OHM 1% 1W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.024 (0.60mm)","2020-09-02 01:18:05.083000",Active,TE Connectivity Passive Product,TL3AR068FTDG,"1","2",-65°C ~ 170°C,"2512 (6432 Metric)",TapeAndReel,"1740",Active,"1W","0.62","","68m","TL, CGS","0.252 L x 0.126 W (6.40mm x 3.20mm)",DigiKey,A121536CT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±75ppm/°C,±1%,"","68m"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/TLRH/TLRH.pdf,DigiKey Link,http://digikey.com/product-detail/en/koa-speer-electronics-inc/TLRH3APTTE10L0F/2019-TLRH3APTTE10L0FCT-ND/9847524,"","","","","","","","",Metal Element,RES 10M OHM 1% 5W 2512,"2512 (6432 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR2512,,,"0.028 (0.70mm)","2020-09-02 01:18:05.080000",Active,"KOA Speer Electronics, Inc.",TLRH3APTTE10L0F,"1","2",-65°C ~ 170°C,"2512 (6432 Metric)",TapeAndReel,"1741",Active,"5W","0.59",AEC-Q200,"10m",TLRH,"0.248 L x 0.126 W (6.30mm x 3.20mm)",DigiKey,"2019-TLRH3APTTE10L0FCT-ND","","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±75ppm/°C,±1%,"","10m"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/TLRH/TLRH.pdf,DigiKey Link,http://digikey.com/product-detail/en/koa-speer-electronics-inc/TLRH3APTTE20L0F/2019-TLRH3APTTE20L0FCT-ND/9847526,"","","","","","","","",Metal Element,RES 20M OHM 1% 5W 2512,"2512 (6432 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR2512,,,"0.028 (0.70mm)","2020-09-02 01:18:05.077000",Active,"KOA Speer Electronics, Inc.",TLRH3APTTE20L0F,"1","2",-65°C ~ 170°C,"2512 (6432 Metric)",TapeAndReel,"1742",Active,"5W","0.59",AEC-Q200,"20m",TLRH,"0.248 L x 0.126 W (6.30mm x 3.20mm)",DigiKey,"2019-TLRH3APTTE20L0FCT-ND","","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","20m"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/TLRH/TLRH.pdf,DigiKey Link,http://digikey.com/product-detail/en/koa-speer-electronics-inc/TLRH3APTTE50L0F/2019-TLRH3APTTE50L0FCT-ND/9847528,"","","","","","","","",Metal Element,RES 50M OHM 1% 4W 2512,"2512 (6432 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR2512,,,"0.028 (0.70mm)","2020-09-02 01:18:05.073000",Active,"KOA Speer Electronics, Inc.",TLRH3APTTE50L0F,"1","2",-65°C ~ 170°C,"2512 (6432 Metric)",TapeAndReel,"1743",Active,"4W","0.59",AEC-Q200,"50m",TLRH,"0.248 L x 0.126 W (6.30mm x 3.20mm)",DigiKey,"2019-TLRH3APTTE50L0FCT-ND","","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","50m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773289&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/TL3AR022F/A105816CT-ND/2054700,"","","","","","","","",Metal Foil,RES 0.022 OHM 1% 1W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.024 (0.60mm)","2020-09-02 01:18:05.070000",Active,TE Connectivity Passive Product,TL3AR022F,"1","2",-65°C ~ 170°C,"2512 (6432 Metric)",TapeAndReel,"1744",Active,"1W","0.62","","22m","TL, CGS","0.252 L x 0.126 W (6.40mm x 3.20mm)",DigiKey,A105816CT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±75ppm/°C,±1%,"","22m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773289&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/TL3AR005FTDG/A121535CT-ND/5246492,"","","","","","","","",Metal Foil,RES 0.005 OHM 1% 1W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.024 (0.60mm)","2020-09-02 01:18:05.067000",Active,TE Connectivity Passive Product,TL3AR005FTDG,"1","2",-65°C ~ 170°C,"2512 (6432 Metric)",TapeAndReel,"1745",Active,"1W","0.62","","5m","TL, CGS","0.252 L x 0.126 W (6.40mm x 3.20mm)",DigiKey,A121535CT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±75ppm/°C,±1%,"","5m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773289&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/TL3AR01F/A105815CT-ND/2054699,"","","","","","","","",Metal Foil,RES 0.01 OHM 1% 1W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.024 (0.60mm)","2020-09-02 01:18:05.063000",Active,TE Connectivity Passive Product,TL3AR01F,"1","2",-65°C ~ 170°C,"2512 (6432 Metric)",TapeAndReel,"1746",Active,"1W","0.62","","10m","TL, CGS","0.252 L x 0.126 W (6.40mm x 3.20mm)",DigiKey,A105815CT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±75ppm/°C,±1%,"","10m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773289&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/TL3AR051F/A105525CT-ND/2054697,"","","","","","","","",Metal Foil,RES 0.051 OHM 1% 1W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.024 (0.60mm)","2020-09-02 01:18:05.057000",Active,TE Connectivity Passive Product,TL3AR051F,"1","2",-65°C ~ 170°C,"2512 (6432 Metric)",TapeAndReel,"1747",Active,"1W","0.62","","51m","TL, CGS","0.252 L x 0.126 W (6.40mm x 3.20mm)",DigiKey,A105525CT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±75ppm/°C,±1%,"","51m"
=Value,Datasheet,//media.digikey.com/pdf/Data Sheets/Susumu PDFs/RL3264SW4 Series.pdf,DigiKey Link,http://digikey.com/product-detail/en/susumu/RL3264SW4-001M-F-T5/RL32SW4.001FCT-ND/1143121,"","","","","","","","",Thin Film,RES 0.001 OHM 1% 2W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.026 (0.65mm)","2020-09-02 01:18:05.053000",Active,Susumu,RL3264SW4-001M-F-T5,"1","4",-55°C ~ 125°C,"2512 (6432 Metric)",TapeAndReel,"1748",Active,"2W","0.83","","1m",RL,"0.252 L x 0.126 W (6.40mm x 3.20mm)",DigiKey,RL32SW4.001FCT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±300ppm/°C,±1%,"","1m"
=Value,Datasheet,http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/R-Chip/-PYu-PR_51_RoHS_Z_0.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/PR2512FKE7W0R03Z/311-0.03PDCT-ND/2828010,"","","","","","","","",Metal Element,RES 0.03 OHM 1% 2W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.041 (1.03mm)","2020-09-02 01:18:05.050000",Active,Yageo,PR2512FKE7W0R03Z,"1","2",-55°C ~ 170°C,"2512 (6432 Metric)",TapeAndReel,"1749",Active,"2W","0.27","","30m",PR,"0.252 L x 0.126 W (6.40mm x 3.20mm)",DigiKey,"311-0.03PDCT-ND","","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±50ppm/°C,±1%,"","30m"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/SR73/SR73.pdf,DigiKey Link,http://digikey.com/product-detail/en/koa-speer-electronics-inc/SR733ATTE2R40F/2019-SR733ATTE2R40FCT-ND/9847698,"","","","","","","","",Thick Film,RES 2.4 OHM 1% 1W 2512,"2512 (6432 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR2512,,,"0.024 (0.60mm)","2020-09-02 01:18:05.043000",Active,"KOA Speer Electronics, Inc.",SR733ATTE2R40F,"1","2",-55°C ~ 150°C,"2512 (6432 Metric)",TapeAndReel,"1750",Active,"1W","0.23",AEC-Q200,"2.4",SR73,"0.248 L x 0.122 W (6.30mm x 3.10mm)",DigiKey,"2019-SR733ATTE2R40FCT-ND","","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","2.4"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/SR73/SR73.pdf,DigiKey Link,http://digikey.com/product-detail/en/koa-speer-electronics-inc/SR733ATTER499F/2019-SR733ATTER499FCT-ND/9847702,"","","","","","","","",Thick Film,RES 499M OHM 1% 1W 2512,"2512 (6432 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR2512,,,"0.024 (0.60mm)","2020-09-02 01:18:05.040000",Active,"KOA Speer Electronics, Inc.",SR733ATTER499F,"1","2",-55°C ~ 150°C,"2512 (6432 Metric)",TapeAndReel,"1751",Active,"1W","0.23",AEC-Q200,"499m",SR73,"0.248 L x 0.122 W (6.30mm x 3.10mm)",DigiKey,"2019-SR733ATTER499FCT-ND","","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","499m"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1TRQF1R6U/PT1.6YCT-ND/613927,"","","","","","","","",Thick Film,RES SMD 1.6 OHM 1% 1W 2512,"2512 (6432 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR2512,,,"0.028 (0.70mm)","2020-09-02 01:18:05.033000",Active,Panasonic Electronic Components,ERJ-1TRQF1R6U,"1","2",-55°C ~ 125°C,"2512 (6432 Metric)",TapeAndReel,"1752",Active,"1W","0.19",AEC-Q200,"1.6",ERJ,"0.252 L x 0.126 W (6.40mm x 3.20mm)",DigiKey,PT1.6YCT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","1.6"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RL73H3AR22FTDF/A138620CT-ND/9372021,"","","","","","","","",Thick Film,RES 0.22 OHM 1% 1W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.028 (0.70mm)","2020-09-02 01:18:05.030000",Active,TE Connectivity Passive Product,RL73H3AR22FTDF,"1","2",-55°C ~ 155°C,"2512 (6432 Metric)",TapeAndReel,"1753",Active,"1W","0.19","","220m","RL73, CGS","0.250 L x 0.122 W (6.35mm x 3.10mm)",DigiKey,A138620CT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","220m"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1TRQFR75U/PT.75YCT-ND/613920,"","","","","","","","",Thick Film,RES 0.75 OHM 1% 1W 2512,"2512 (6432 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR2512,,,"0.028 (0.70mm)","2020-09-02 01:18:05.027000",Active,Panasonic Electronic Components,ERJ-1TRQFR75U,"1","2",-55°C ~ 125°C,"2512 (6432 Metric)",TapeAndReel,"1754",Active,"1W","0.19",AEC-Q200,"750m",ERJ,"0.252 L x 0.126 W (6.40mm x 3.20mm)",DigiKey,PT.75YCT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","750m"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C313.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1TRQF2R7U/PT2.7YCT-ND/613932,"","","","","","","","",Thick Film,RES SMD 2.7 OHM 1% 1W 2512,"2512 (6432 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR2512,,,"0.028 (0.70mm)","2020-09-02 01:18:05.023000",Active,Panasonic Electronic Components,ERJ-1TRQF2R7U,"1","2",-55°C ~ 125°C,"2512 (6432 Metric)",TapeAndReel,"1755",Active,"1W","0.18",AEC-Q200,"2.7",ERJ,"0.252 L x 0.126 W (6.40mm x 3.20mm)",DigiKey,PT2.7YCT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","2.7"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RL73H3AR22FTE/A138763CT-ND/9372164,"","","","","","","","",Thick Film,RES 0.22 OHM 1% 1W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.028 (0.70mm)","2020-09-02 01:18:05.020000",Active,TE Connectivity Passive Product,RL73H3AR22FTE,"1","2",-55°C ~ 155°C,"2512 (6432 Metric)",TapeAndReel,"1756",Active,"1W","0.14","","220m","RL73, CGS","0.250 L x 0.122 W (6.35mm x 3.10mm)",DigiKey,A138763CT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","220m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RL73H3AR68FTE/A138641CT-ND/9372042,"","","","","","","","",Thick Film,RES 0.68 OHM 1% 1W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.028 (0.70mm)","2020-09-02 01:18:05.013000",Active,TE Connectivity Passive Product,RL73H3AR68FTE,"1","2",-55°C ~ 155°C,"2512 (6432 Metric)",TapeAndReel,"1757",Active,"1W","0.10","","680m","RL73, CGS","0.250 L x 0.122 W (6.35mm x 3.10mm)",DigiKey,A138641CT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","680m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RL73H3AR10FTE/A138605CT-ND/9372006,"","","","","","","","",Thick Film,RES 0.1 OHM 1% 1W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.028 (0.70mm)","2020-09-02 01:18:05.010000",Active,TE Connectivity Passive Product,RL73H3AR10FTE,"1","2",-55°C ~ 155°C,"2512 (6432 Metric)",TapeAndReel,"1758",Active,"1W","0.14","","100m","RL73, CGS","0.250 L x 0.122 W (6.35mm x 3.10mm)",DigiKey,A138605CT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","100m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RL73H3AR47FTE/A138764CT-ND/9372165,"","","","","","","","",Thick Film,RES 0.47 OHM 1% 1W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.028 (0.70mm)","2020-09-02 01:18:05.007000",Active,TE Connectivity Passive Product,RL73H3AR47FTE,"1","2",-55°C ~ 155°C,"2512 (6432 Metric)",TapeAndReel,"1759",Active,"1W","0.14","","470m","RL73, CGS","0.250 L x 0.122 W (6.35mm x 3.10mm)",DigiKey,A138764CT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","470m"
=Value,Datasheet,http://www.koaspeer.com/catimages/Products/SR73/SR73.pdf,DigiKey Link,http://digikey.com/product-detail/en/koa-speer-electronics-inc/SR733ATTER604F/2019-SR733ATTER604FCT-ND/9847703,"","","","","","","","",Thick Film,RES 604M OHM 1% 1W 2512,"2512 (6432 Metric)","","Automotive AEC-Q200, Current Sense",,,,STACKPOLE CSR2512,,,"0.024 (0.60mm)","2020-09-02 01:18:05.003000",Active,"KOA Speer Electronics, Inc.",SR733ATTER604F,"1","2",-55°C ~ 150°C,"2512 (6432 Metric)",TapeAndReel,"1760",Active,"1W","0.23",AEC-Q200,"604m",SR73,"0.248 L x 0.122 W (6.30mm x 3.10mm)",DigiKey,"2019-SR733ATTER604FCT-ND","","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±100ppm/°C,±1%,"","604m"
=Value,Datasheet,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,DigiKey Link,http://digikey.com/product-detail/en/te-connectivity-passive-product/RLP73V3AR011FTDF/A109671CT-ND/4032437,"","","","","","","","",Thick Film,RES 0.011 OHM 1% 2W 2512,"2512 (6432 Metric)","",Current Sense,,,,STACKPOLE CSR2512,,,"0.028 (0.70mm)","2020-09-02 01:18:05",Active,TE Connectivity Passive Product,RLP73V3AR011FTDF,"1","2",-55°C ~ 155°C,"2512 (6432 Metric)",TapeAndReel,"1761",Active,"2W","0.21","","11m","RL73, CGS","0.250 L x 0.124 W (6.35mm x 3.15mm)",DigiKey,A109671CT-ND,"","","","","","","","","","","2512",,"resistors\Resistor,resistors\Resistor1",±600ppm/°C,±1%,"","11m"
