"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Composition","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Number of Terminations","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Power (Watts)","Price","Ratings","Resistance","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Temperature Coefficient","Tolerance","Type","Value"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF4701C/P123031CT-ND/8343001,"","","","","","","","",Thick Film,RES SMD 4.7K OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:16.053000",Active,Panasonic Electronic Components,ERJ-1GNF4701C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2260",Active,"0.05W, 1/20W","0.01",AEC-Q200,"4.7kOhms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P123031CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","4.7kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-07294RL/YAG2564CT-ND/5281428,"","","","","","","","",Thick Film,RES SMD 294 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:16.047000",Active,Yageo,RC0201FR-07294RL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2261",Active,"0.05W, 1/20W","0.10","","294Ohms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2564CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","294Ohms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-packaging.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT110R/RMCF0201FT110RCT-ND/5966832,"","","","","","","","",Thick Film,RES 110 OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:16.043000",Active,Stackpole Electronics Inc,RMCF0201FT110R,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2262",Active,"0.05W, 1/20W","0.10","","110Ohms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT110RCT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","110Ohms"
=Value,Datasheet,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GNF1962C/P122808CT-ND/8342555,"","","","","","","","",Thick Film,RES SMD 19.6K OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:16.040000",Active,Panasonic Electronic Components,ERJ-1GNF1962C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2263",Active,"0.05W, 1/20W","0.01",AEC-Q200,"19.6kOhms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P122808CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","19.6kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-AC_51_RoHS_L_7.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/AC0201FR-0749K9L/YAG5217CT-ND/7063560,"","","","","","","","",Thick Film,RES SMD 49.9K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","Automotive AEC-Q200, Moisture Resistant",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:16.037000",Active,Yageo,AC0201FR-0749K9L,"1","2",-55°C ~ 155°C,"0201 (0603 Metric)",TapeAndReel,"2264",Active,"0.05W, 1/20W","0.01",AEC-Q200,"49.9kOhms",AC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG5217CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","49.9kOhms"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/CR0201.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/CR0201-JW-103GLF/CR0201-JW-103GLFCT-ND/3592878,"","","","","","","","",Thick Film,RES SMD 10K OHM 5% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:16.017000",Active,Bourns Inc.,CR0201-JW-103GLF,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2265",Active,"0.05W, 1/20W","0.12","","10kOhms",CR0201,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,CR0201-JW-103GLFCT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","10kOhms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-packaging.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT2K21/RMCF0201FT2K21CT-ND/5966147,"","","","","","","","",Thick Film,RES 2.21K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:16.013000",Active,Stackpole Electronics Inc,RMCF0201FT2K21,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2266",Active,"0.05W, 1/20W","0.10","","2.21kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT2K21CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","2.21kOhms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-packaging.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT221R/RMCF0201FT221RCT-ND/5966858,"","","","","","","","",Thick Film,RES 221 OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:16.010000",Active,Stackpole Electronics Inc,RMCF0201FT221R,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2267",Active,"0.05W, 1/20W","0.10","","221Ohms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT221RCT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","221Ohms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT442R/RMCF0201FT442RCT-ND/5966885,"","","","","","","","",Thick Film,RES 442 OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:16.003000",Active,Stackpole Electronics Inc,RMCF0201FT442R,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2268",Active,"0.05W, 1/20W","0.10","","442Ohms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT442RCT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","442Ohms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT17K4/RMCF0201FT17K4CT-ND/5966996,"","","","","","","","",Thick Film,RES 17.4K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:16",Active,Stackpole Electronics Inc,RMCF0201FT17K4,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2269",Active,"0.05W, 1/20W","0.10","","17.4kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT17K4CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","17.4kOhms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT32K4/RMCF0201FT32K4CT-ND/5967016,"","","","","","","","",Thick Film,RES 32.4K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.997000",Active,Stackpole Electronics Inc,RMCF0201FT32K4,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2270",Active,"0.05W, 1/20W","0.10","","32.4kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT32K4CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","32.4kOhms"
=Value,Datasheet,https://www.seielect.com/catalog/sei-packaging.pdf,DigiKey Link,http://digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0201FT261K/RMCF0201FT261KCT-ND/5967090,"","","","","","","","",Thick Film,RES 261K OHM 1% 1/20W 0201,"0201 (0603 Metric)","","",,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.993000",Active,Stackpole Electronics Inc,RMCF0201FT261K,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2271",Active,"0.05W, 1/20W","0.10","","261kOhms",RMCF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,RMCF0201FT261KCT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","261kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201JR-0718RL/YAG2357CT-ND/5281223,"","","","","","","","",Thick Film,RES SMD 18 OHM 5% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.990000",Active,Yageo,RC0201JR-0718RL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2272",Active,"0.05W, 1/20W","0.10","","18Ohms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2357CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","18Ohms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201JR-07430RL/YAG2900CT-ND/5281765,"","","","","","","","",Thick Film,RES SMD 430 OHM 5% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.987000",Active,Yageo,RC0201JR-07430RL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2273",Active,"0.05W, 1/20W","0.10","","430Ohms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2900CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","430Ohms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201JR-076K2L/YAG2920CT-ND/5281785,"","","","","","","","",Thick Film,RES SMD 6.2K OHM 5% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.980000",Active,Yageo,RC0201JR-076K2L,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2274",Active,"0.05W, 1/20W","0.10","","6.2kOhms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2920CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","6.2kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-0768R1L/YAG2350CT-ND/5281216,"","","","","","","","",Thick Film,RES SMD 68.1 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.977000",Active,Yageo,RC0201FR-0768R1L,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2275",Active,"0.05W, 1/20W","0.10","","68.1Ohms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2350CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","68.1Ohms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-07165RL/YAG2431CT-ND/5281295,"","","","","","","","",Thick Film,RES SMD 165 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.973000",Active,Yageo,RC0201FR-07165RL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2276",Active,"0.05W, 1/20W","0.10","","165Ohms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2431CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","165Ohms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-0716R2L/YAG2438CT-ND/5281302,"","","","","","","","",Thick Film,RES SMD 16.2 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.967000",Active,Yageo,RC0201FR-0716R2L,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2277",Active,"0.05W, 1/20W","0.10","","16.2Ohms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2438CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","16.2Ohms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-07174KL/YAG2442CT-ND/5281306,"","","","","","","","",Thick Film,RES SMD 174K OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.963000",Active,Yageo,RC0201FR-07174KL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2278",Active,"0.05W, 1/20W","0.10","","174kOhms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2442CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","174kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-07182RL/YAG2452CT-ND/5281316,"","","","","","","","",Thick Film,RES SMD 182 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.960000",Active,Yageo,RC0201FR-07182RL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2279",Active,"0.05W, 1/20W","0.10","","182Ohms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2452CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","182Ohms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-0795R3L/YAG2851CT-ND/5281715,"","","","","","","","",Thick Film,RES SMD 95.3 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.957000",Active,Yageo,RC0201FR-0795R3L,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2280",Active,"0.05W, 1/20W","0.10","","95.3Ohms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2851CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","95.3Ohms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-0710KL/311-10.0KMCT-ND/1948976,"","","","","","","","",Thick Film,RES SMD 10K OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.937000",Active,Yageo,RC0201FR-0710KL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2281",Active,"0.05W, 1/20W","0.10","","10kOhms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"311-10.0KMCT-ND","","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","10kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201JR-0710KL/311-10KNCT-ND/1949007,"","","","","","","","",Thick Film,RES SMD 10K OHM 5% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.933000",Active,Yageo,RC0201JR-0710KL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2282",Active,"0.05W, 1/20W","0.10","","10kOhms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"311-10KNCT-ND","","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±5%,"","10kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201JR-0710RL/311-10NCT-ND/1949008,"","","","","","","","",Thick Film,RES SMD 10 OHM 5% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.913000",Active,Yageo,RC0201JR-0710RL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2283",Active,"0.05W, 1/20W","0.10","","10Ohms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"311-10NCT-ND","","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",-100/ +350ppm/°C,±5%,"","10Ohms"
=Value,Datasheet,http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOA0001+ERJ1GN0R00C+8+WW,DigiKey Link,http://digikey.com/product-detail/en/panasonic-electronic-components/ERJ-1GN0R00C/P15979CT-ND/3982319,"","","","","","","","",Thick Film,RES SMD 0 OHM JUMPER 1/20W 0201,"0201 (0603 Metric)","",Automotive AEC-Q200,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.893000",Active,Panasonic Electronic Components,ERJ-1GN0R00C,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2284",Active,"0.05W, 1/20W","0.10",AEC-Q200,"0Ohms",ERJ,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,P15979CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1","",Jumper,"","0Ohms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-07100KL/311-100KMCT-ND/1948965,"","","","","","","","",Thick Film,RES SMD 100K OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.887000",Active,Yageo,RC0201FR-07100KL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2285",Active,"0.05W, 1/20W","0.10","","100kOhms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"311-100KMCT-ND","","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","100kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-071KL/311-1KMCT-ND/4340581,"","","","","","","","",Thick Film,RES SMD 1K OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.883000",Active,Yageo,RC0201FR-071KL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2286",Active,"0.05W, 1/20W","0.10","","1kOhms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"311-1KMCT-ND","","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","1kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-071ML/311-1MMCT-ND/4340582,"","","","","","","","",Thick Film,RES SMD 1M OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.880000",Active,Yageo,RC0201FR-071ML,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2287",Active,"0.05W, 1/20W","0.10","","1MOhms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"311-1MMCT-ND","","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","1MOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-074K7L/311-4.70KMCT-ND/1949000,"","","","","","","","",Thick Film,RES SMD 4.7K OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.877000",Active,Yageo,RC0201FR-074K7L,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2288",Active,"0.05W, 1/20W","0.10","","4.7kOhms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"311-4.70KMCT-ND","","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","4.7kOhms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-0749R9L/YAG2702CT-ND/5281566,"","","","","","","","",Thick Film,RES SMD 49.9 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.873000",Active,Yageo,RC0201FR-0749R9L,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2289",Active,"0.05W, 1/20W","0.10","","49.9Ohms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,YAG2702CT-ND,"","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","49.9Ohms"
=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/RC0201FR-07100RL/311-100MCT-ND/1948966,"","","","","","","","",Thick Film,RES SMD 100 OHM 1% 1/20W 0201,"0201 (0603 Metric)","",Moisture Resistant,,,,"R0201N,R0201L,R0201M",,,"0.010 (0.26mm)","2020-09-02 01:06:15.870000",Active,Yageo,RC0201FR-07100RL,"1","2",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"2290",Active,"0.05W, 1/20W","0.10","","100Ohms",RC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"311-100MCT-ND","","","","","","","","","","","0201",,"resistors\Resistor,resistors\Resistor1",±200ppm/°C,±1%,"","100Ohms"
