"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current - Continuous Drain (Id) @ 25°C","Description","Device Package","Drain to Source Voltage (Vdss)","Drive Voltage (Max Rds On,  Min Rds On)","FET Feature","FET Type","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Gate Charge (Qg) (Max) @ Vgs","Input Capacitance (Ciss) (Max) @ Vds","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Power Dissipation (Max)","Price","Rds On (Max) @ Id, Vgs","Series","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Technology","Type","Value","Vgs (Max)","Vgs(th) (Max) @ Id"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN014-80YL.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN014-80YLX/1727-2590-1-ND/6167601,"","","","","","","","","62A (Tc)",MOSFET N-CH 80V LFPAK56,"","80V","5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","28.9nC @ 5V","4640pF @ 25V","2020-09-02 01:27:10.280000",Active,Nexperia USA Inc.,PSMN014-80YLX,"1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"147W (Tc)","0.32","14mOhm @ 15A, 10V",-,DigiKey,"1727-2590-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.1V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN4R0-25YLC.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN4R0-25YLC115/1727-5303-1-ND/2675461,"","","","","","","","","84A (Tc)",MOSFET N-CH 25V 84A LFPAK,"","25V","4.5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","22.8nC @ 10V","1407pF @ 12V","2020-09-02 01:27:10.293000",Active,Nexperia USA Inc.,"PSMN4R0-25YLC,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"61W (Tc)","0.27","4.5mOhm @ 20A, 10V",-,DigiKey,"1727-5303-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"1.95V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN3R5-25MLD.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN3R5-25MLDX/1727-2502-1-ND/5973610,"","","","","","","","","70A (Tc)",PSMN3R5-25MLD/MLFPAK/REEL 7 Q,"","25V","4.5V, 10V",Schottky Diode (Body),N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","18.9nC @ 10V","1334pF @ 12V","2020-09-02 01:27:10.303000",Active,Nexperia USA Inc.,PSMN3R5-25MLDX,"1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"65W (Tc)","0.27","3.72mOhm @ 25A, 10V",-,DigiKey,"1727-2502-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.2V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN4R5-30YLC.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN4R5-30YLC115/1727-5305-1-ND/2675466,"","","","","","","","","84A (Tc)",MOSFET N-CH 30V 84A LFPAK,"","30V","4.5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","20.5nC @ 10V","1324pF @ 15V","2020-09-02 01:27:10.313000",Active,Nexperia USA Inc.,"PSMN4R5-30YLC,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"61W (Tc)","0.26","4.8mOhm @ 20A, 10V",-,DigiKey,"1727-5305-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"1.95V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN6R0-25YLD.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN6R0-25YLDX/1727-2500-1-ND/5973613,"","","","","","","","","61A (Tc)",PSMN6R0-25YLD/LFPAK/REEL 7 Q1,"","25V","4.5V, 10V",Schottky Diode (Body),N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","10.5nC @ 10V","705pF @ 12V","2020-09-02 01:27:10.317000",Active,Nexperia USA Inc.,PSMN6R0-25YLDX,"1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"43W (Tc)","0.22","6.75mOhm @ 15A, 10V",-,DigiKey,"1727-2500-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.2V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN038-100YL.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN038-100YLX/1727-1815-1-ND/4813999,"","","","","","","","","30A (Tc)",MOSFET N-CH 100V 30A LFPAK,"","100V","5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","39.2nC @ 10V","1905pF @ 25V","2020-09-02 01:27:10.327000",Active,Nexperia USA Inc.,PSMN038-100YLX,"1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"94.9W (Tc)","0.24","37.5mOhm @ 5A, 10V",-,DigiKey,"1727-1815-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.1V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN025-80YL.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN025-80YLX/1727-2594-1-ND/6167605,"","","","","","","","","37A (Tc)",MOSFET N-CH 80V LFPAK56,"","80V","5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","17.1nC @ 5V","2703pF @ 25V","2020-09-02 01:27:10.347000",Active,Nexperia USA Inc.,PSMN025-80YLX,"1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"95W (Tc)","0.25","25mOhm @ 10A, 10V",-,DigiKey,"1727-2594-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.1V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN011-30YLC.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN011-30YLC115/1727-6495-1-ND/2785363,"","","","","","","","","37A (Tc)",MOSFET N-CH 30V 37A LFPAK,"","30V","4.5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","10.3nC @ 10V","641pF @ 15V","2020-09-02 01:27:10.367000",Active,Nexperia USA Inc.,"PSMN011-30YLC,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"29W (Tc)","0.19","11.6mOhm @ 10A, 10V",-,DigiKey,"1727-6495-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"1.95V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN2R6-30YLC.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN2R6-30YLC115/1727-5300-1-ND/2675463,"","","","","","","","","100A (Tc)",MOSFET N-CH 30V 100A LFPAK,"","30V","4.5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","39nC @ 10V","2435pF @ 15V","2020-09-02 01:27:10.383000",Active,Nexperia USA Inc.,"PSMN2R6-30YLC,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"106W (Tc)","0.36","2.8mOhm @ 25A, 10V",-,DigiKey,"1727-5300-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"1.95V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN5R6-60YL.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN5R6-60YLX/1727-2596-1-ND/6167607,"","","","","","","","","100A (Tc)",MOSFET N-CH 60V LFPAK56,"","60V","5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","66.8nC @ 10V","5026pF @ 25V","2020-09-02 01:27:10.397000",Active,Nexperia USA Inc.,PSMN5R6-60YLX,"1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"167W (Tc)","0.36","5.6mOhm @ 25A, 10V",-,DigiKey,"1727-2596-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.1V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN039-100YS.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN039-100YS115/1727-4629-1-ND/2531064,"","","","","","","","","28.1A (Tc)",MOSFET N-CH LFPAK,"","100V","10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","23nC @ 10V","1847pF @ 50V","2020-09-02 01:27:10.410000",Active,Nexperia USA Inc.,"PSMN039-100YS,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"74W (Tc)","0.26","39.5mOhm @ 15A, 10V",-,DigiKey,"1727-4629-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"4V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN6R0-30YLB.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN6R0-30YLB115/1727-7222-1-ND/3542649,"","","","","","","","","71A (Tc)",MOSFET N-CH 30V LFPAK,"","30V","4.5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","19nC @ 10V","1088pF @ 15V","2020-09-02 01:27:10.427000",Active,Nexperia USA Inc.,"PSMN6R0-30YLB,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"58W (Tc)","0.24","6.5mOhm @ 20A, 10V",-,DigiKey,"1727-7222-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"1.95V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN5R0-30YL.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN5R0-30YL115/1727-4168-1-ND/1993021,"","","","","","","","","91A (Tc)",MOSFET N-CH 30V 91A LFPAK,"","30V","4.5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","29nC @ 10V","1760pF @ 12V","2020-09-02 01:27:10.437000",Active,Nexperia USA Inc.,"PSMN5R0-30YL,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"61W (Tc)","0.24","5mOhm @ 15A, 10V",-,DigiKey,"1727-4168-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.15V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN6R5-25YLC.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN6R5-25YLC115/1727-5908-1-ND/2753538,"","","","","","","","","64A (Tc)",MOSFET N-CH 25V 64A LL LFPAK,"","25V","4.5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","17.5nC @ 10V","1093pF @ 12V","2020-09-02 01:27:10.450000",Active,Nexperia USA Inc.,"PSMN6R5-25YLC,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"48W (Tc)","0.22","6.5mOhm @ 20A, 10V",-,DigiKey,"1727-5908-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"1.95V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN7R0-30YLC.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN7R0-30YLC115/1727-5909-1-ND/2753539,"","","","","","","","","61A (Tc)",MOSFET N-CH 30V 61A LL LFPAK,"","30V","4.5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","16nC @ 10V","1057pF @ 15V","2020-09-02 01:27:10.467000",Active,Nexperia USA Inc.,"PSMN7R0-30YLC,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"48W (Tc)","0.24","7.1mOhm @ 20A, 10V",-,DigiKey,"1727-5909-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"1.95V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN7R0-30YL.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN7R0-30YL115/1727-4170-1-ND/1993023,"","","","","","","","","76A (Tc)",MOSFET N-CH 30V 76A LFPAK,"","30V","4.5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","22nC @ 10V","1270pF @ 12V","2020-09-02 01:27:10.487000",Active,Nexperia USA Inc.,"PSMN7R0-30YL,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"51W (Tc)","0.23","7mOhm @ 15A, 10V",-,DigiKey,"1727-4170-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.15V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN7R5-30YLD.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN7R5-30YLDX/1727-1795-1-ND/4754337,"","","","","","","","","51A (Tj)",MOSFET N-CH 30V 51A LFPAK,"","30V","4.5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","11.3nC @ 10V","655pF @ 15V","2020-09-02 01:27:10.490000",Active,Nexperia USA Inc.,PSMN7R5-30YLDX,"1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"34W (Tc)","0.20","7.5mOhm @ 15A, 10V",-,DigiKey,"1727-1795-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.2V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN045-80YS.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN045-80YS115/1727-4630-1-ND/2531065,"","","","","","","","","24A (Tc)",MOSFET N-CH 80V 24A LFPAK,"","80V","10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","12.5nC @ 10V","675pF @ 40V","2020-09-02 01:27:10.510000",Active,Nexperia USA Inc.,"PSMN045-80YS,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"56W (Tc)","0.21","45mOhm @ 5A, 10V",-,DigiKey,"1727-4630-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"4V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN1R8-40YLC.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN1R8-40YLC115/1727-1052-1-ND/3885292,"","","","","","","","","100A (Tc)",MOSFET N-CH 40V 100A LFPAK,"","40V","4.5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","96nC @ 10V","6680pF @ 20V","2020-09-02 01:27:10.527000",Active,Nexperia USA Inc.,"PSMN1R8-40YLC,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"272W (Tc)","0.58","1.8mOhm @ 25A, 10V",-,DigiKey,"1727-1052-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"1.95V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN013-100YSE.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN013-100YSEX/1727-1129-1-ND/4031831,"","","","","","","","","82A (Tj)",MOSFET N-CH 100V LFPAK,"","100V","10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","75nC @ 10V","3775pF @ 50V","2020-09-02 01:27:10.533000",Active,Nexperia USA Inc.,PSMN013-100YSEX,"1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"238W (Tc)","0.56","13mOhm @ 20A, 10V",-,DigiKey,"1727-1129-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"4V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN2R0-30YLE.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN2R0-30YLE115/1727-1130-1-ND/4031832,"","","","","","","","","100A (Tc)",MOSFET N-CH 30V LFPAK,"","30V","4.5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","87nC @ 10V","5217pF @ 15V","2020-09-02 01:27:10.543000",Active,Nexperia USA Inc.,"PSMN2R0-30YLE,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"272W (Tc)","0.56","2mOhm @ 25A, 10V",-,DigiKey,"1727-1130-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"2.15V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN1R0-30YLC.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN1R0-30YLC115/1727-5293-1-ND/2674288,"","","","","","","","","100A (Tc)",MOSFET N-CH 30V 100A LFPAK,"","30V","4.5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","103.5nC @ 10V","6645pF @ 15V","2020-09-02 01:27:10.553000",Active,Nexperia USA Inc.,"PSMN1R0-30YLC,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"272W (Tc)","0.51","1.15mOhm @ 25A, 10V",-,DigiKey,"1727-5293-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"1.95V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN012-100YS.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN012-100YS115/1727-4289-1-ND/2206352,"","","","","","","","","60A (Tc)",MOSFET N-CH 100V 60A LFPAK,"","100V","10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","64nC @ 10V","3500pF @ 50V","2020-09-02 01:27:10.573000",Active,Nexperia USA Inc.,"PSMN012-100YS,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"130W (Tc)","0.51","12mOhm @ 15A, 10V",-,DigiKey,"1727-4289-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"4V @ 1mA"
=Part Number,Datasheet,https://assets.nexperia.com/documents/data-sheet/PSMN0R9-25YLC.pdf,DigiKey Link,http://digikey.com/product-detail/en/nexperia-usa-inc/PSMN0R9-25YLC115/1727-5292-1-ND/2674297,"","","","","","","","","100A (Tc)",MOSFET N-CH 25V 100A LFPAK,"","25V","4.5V, 10V","",N-Channel,footprints/Leaded - Misc/PCB - LEADED - MISC - NXP LFPAK56 SOT669.PCBLIB,"","",NXP LFPAK56 SOT669,"","","110nC @ 10V","6775pF @ 12V","2020-09-02 01:27:10.587000",Active,Nexperia USA Inc.,"PSMN0R9-25YLC,115","1",Surface Mount,-55°C ~ 175°C (TJ),"SC-100, SOT-669",TapeAndReel,Active,"272W (Tc)","0.50","0.99mOhm @ 25A, 10V",-,DigiKey,"1727-5292-1-ND","","","","","","","","","","","LFPAK56, Power-SO8",symbols/FET - N-CH/SCH - FET - N-CH - NEXPERIA PSMN LFPAK MOSFET N-CH.SCHLIB,NEXPERIA PSMN LFPAK MOSFET N-CH,MOSFET (Metal Oxide),"","",±20V,"1.95V @ 1mA"
