Part Type,Part Number,Schematic Part,Part Value,"Capacitance @ Vr, F",Current - Average Rectified (Io),Current - Reverse Leakage @ Vr,Reverse Recovery Time (trr),Speed,Voltage - DC Reverse (Vr) (Max),Voltage - Forward (Vf) (Max) @ If,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE,SK33B-LTP,diodes\Diode,,,3A,500µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,500mV @ 3A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK32B-L~SK310B-L%28DO-214AA%29.pdf,DIODE SCHOTTKY 30V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,SK35B-LTP,diodes\Diode,,,3A,500µA @ 50V,,"Fast Recovery =< 500ns, > 200mA (Io)",50V,750mV @ 3A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK32B-L~SK310B-L%28DO-214AA%29.pdf,DIODE SCHOTTKY 50V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,SK5150B-LTP,diodes\Diode,,"200pF @ 4V, 1MHz",5A,1mA @ 150V,,"Fast Recovery =< 500ns, > 200mA (Io)",150V,870mV @ 5A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK52B-L-SK520B-L(DO-214AA)-V1.pdf,5ASCHOTTKYRECTIFIERSMB,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,SK515BTR,diodes\Diode,,"200pF @ 4V, 1MHz",,1mA @ 150V,,"Fast Recovery =< 500ns, > 200mA (Io)",150V,930mV @ 5A,,,"DO-214AA, SMB",,,,http://www.smc-diodes.com/propdf/SK515B%20N0951%20REV.A.pdf,DIODE SCHOTTKY 150V SMB,Surface Mount,,2,-55°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,SS2H9-E3/5BT,diodes\Diode,,,2A,10µA @ 90V,,"Fast Recovery =< 500ns, > 200mA (Io)",90V,790mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88750/ss2h9.pdf,DIODE SCHOTTKY 90V 2A DO214AA,Surface Mount,,2,-65°C ~ 175°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SK520B-LTP,diodes\Diode,,"200pF @ 4V, 1MHz",5A,1mA @ 200V,,"Fast Recovery =< 500ns, > 200mA (Io)",200V,900mV @ 5A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK52B-L-SK520B-L(DO-214AA)-V1.pdf,5ASCHOTTKYRECTIFIERSMB,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,SSB44HE3_A/I,diodes\Diode,,,4A,400µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,490mV @ 4A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88884/ssb43l.pdf,DIODE SCHOTTKY 40V 4A DO214AA,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SS2H10HE3_A/I,diodes\Diode,,,2A,10µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,790mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88750/ss2h9.pdf,DIODE SCHOTTKY 100V 2A DO214AA,Surface Mount,,2,-65°C ~ 175°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SK32B-LTP,diodes\Diode,,,3A,500µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,500mV @ 3A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK32B-L~SK310B-L%28DO-214AA%29.pdf,DIODE SCHOTTKY 20V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,SK32B-TP,diodes\Diode,,,3A,500µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,500mV @ 3A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK32B-SK310B(HSMB).PDF,DIODE SCHOTTKY 20V 3A DO214AA,Surface Mount,,2,-55°C ~ 125°C,,Micro Commercial Co,,,
DIODE,SK320BTR,diodes\Diode,,"100pF @ 4V, 1MHz",3A,1mA @ 200V,,"Fast Recovery =< 500ns, > 200mA (Io)",200V,900mV @ 3A,,,"DO-214AA, SMB",,,,http://www.smc-diodes.com/propdf/SK320B%20N1457%20REV.A.pdf,DIODE SCHOTTKY 200V 3A SMB,Surface Mount,,2,-55°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,SS25-E3/5BT,diodes\Diode,,,2A,400µA @ 50V,,"Fast Recovery =< 500ns, > 200mA (Io)",50V,700mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88748/ss22.pdf,DIODE SCHOTTKY 50V 2A DO214AA,Surface Mount,,2,-65°C ~ 125°C,,Vishay Semiconductor Diodes Division,,,
DIODE,CMSH1-20 TR13 PBFREE,diodes\Diode,,"110pF @ 4V, 1MHz",1A,500µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,550mV @ 1A,,,"DO-214AA, SMB",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMSH1-20_40_60_100.PDF,DIODE SCHOTTKY 20V 1A SMB,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE,CDBB3150-HF,diodes\Diode,,"250pF @ 4V, 1MHz",3A (DC),500µA @ 150V,,"Fast Recovery =< 500ns, > 200mA (Io)",150V,870mV @ 30A,,,"DO-214AA, SMB",,,,http://www.comchiptech.com/admin/files/product/CDBB3150-HF%20Thru507008.%20CDBB3200-HF%20RevC.pdf,DIODE SCHOTTKY 150V 3A DO214AA,Surface Mount,,2,-50°C ~ 175°C,,Comchip Technology,,,
DIODE,SK34B-LTP,diodes\Diode,,"250pF @ 4V, 1MHz",3A,500µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,500mV @ 3A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK32B-L~SK310B-L%28DO-214AA%29.pdf,DIODE SCHOTTKY 40V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,SSB44HE3_A/H,diodes\Diode,,,4A,400µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,490mV @ 4A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88884/ssb43l.pdf,DIODE SCHOTTKY 40V 4A DO214AA,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SK320B R5G,diodes\Diode,,,3A,100µA @ 200V,,"Fast Recovery =< 500ns, > 200mA (Io)",200V,950mV @ 3A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/SK32B%20SERIES_N1705.pdf,DIODE SCHOTTKY 200V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,SBRS81100T3G,diodes\Diode,,,1A,500µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,750mV @ 1A,,,"DO-214AA, SMB",,,,http://www.onsemi.com/pub/Collateral/MBRS1100T3-D.PDF,DIODE SCHOTTKY 100V 1A SMB,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,CDBB3100-G,diodes\Diode,,,3A,500µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,850mV @ 3A,,,"DO-214AA, SMB",,,,http://www.comchiptech.com/admin/files/product/CDBB340-HF%20Thru849484.%20CDBB3100-HF%20RevE.pdf,DIODE SCHOTTKY 100V 3A DO214AA,Surface Mount,,2,125°C (Max),,Comchip Technology,,,
DIODE,NRVBSS24T3G,diodes\Diode,,,2A,400µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,500mV @ 2A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/SS24-D.PDF,DIODE SCHOTTKY 40V 2A SMB,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE,MBRS140,diodes\Diode,,,1A,1mA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,600mV @ 1A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/MBRS140-D.pdf,DIODE SCHOTTKY 40V 1A SMB,Surface Mount,,2,-65°C ~ 125°C,,ON Semiconductor,,,
DIODE,MBRS190T3G,diodes\Diode,,,1A,500µA @ 90V,,"Fast Recovery =< 500ns, > 200mA (Io)",90V,750mV @ 1A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/MBRS1100T3-D.PDF,DIODE SCHOTTKY 90V 1A SMB,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,MBRS230LT3G,diodes\Diode,,,2A,1mA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,500mV @ 2A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/MBRS230LT3-D.PDF,DIODE SCHOTTKY 30V 2A SMB,Surface Mount,,2,-55°C ~ 125°C,,ON Semiconductor,,,
DIODE,VS-10BQ040-M3/5BT,diodes\Diode,,"115pF @ 5V, 1MHz",1A,100µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,450mV @ 1A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/93335/vs-10bq040m.pdf,DIODE SCHOTTKY 40V 1A SMB,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,B250-13-F,diodes\Diode,,"200pF @ 4V, 1MHz",2A,500µA @ 50V,,"Fast Recovery =< 500ns, > 200mA (Io)",50V,700mV @ 2A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds13004.pdf,DIODE SCHOTTKY 50V 2A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,STPS160U,diodes\Diode,,,1A,4µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,670mV @ 1A,,,"DO-214AA, SMB",,,,http://www.st.com/content/ccc/resource/technical/document/datasheet/93/c1/06/0c/63/7c/41/d5/CD00001023.pdf/files/CD00001023.pdf/jcr:content/translations/en.CD00001023.pdf,DIODE SCHOTTKY 60V 1A SMB,Surface Mount,,2,150°C (Max),,STMicroelectronics,,,
DIODE,MBRS1540T3G,diodes\Diode,,,1.5A,800µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,460mV @ 1.5A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/MBRS1540T3-D.PDF,DIODE SCHOTTKY 40V 1.5A SMB,Surface Mount,,2,-55°C ~ 125°C,,ON Semiconductor,,,
DIODE,CDBB2100-G,diodes\Diode,,,2A,500µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,850mV @ 2A,,,"DO-214AA, SMB",,,,//media.digikey.com/pdf/Data%20Sheets/Comchip%20PDFs/CDBB220-G2100_Thru_CDBB2100-G.pdf,DIODE SCHOTTKY 100V 2A DO214AA,Surface Mount,,2,-55°C ~ 125°C,,Comchip Technology,,,
DIODE,B170B-13-F,diodes\Diode,,"80pF @ 4V, 1MHz",1A,500µA @ 70V,,"Fast Recovery =< 500ns, > 200mA (Io)",70V,790mV @ 1A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds30018.pdf,DIODE SCHOTTKY 70V 1A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,B340BQ-13-F,diodes\Diode,,"200pF @ 4V, 1MHz",3A,500µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,500mV @ 3A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/B340BQ-B360BQ.pdf,DIODE SCHOTTKY 40V 3A SMB,Surface Mount,,2,-55°C ~ 150°C,,Diodes Incorporated,,,
DIODE,SK54B-LTP,diodes\Diode,,"200pF @ 4V, 1MHz",5A,1mA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,550mV @ 5A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK52B-L-SK520B-L(DO-214AA).pdf,DIODE SCHOTTKY 40V 5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,SK56B-LTP,diodes\Diode,,"200pF @ 4V, 1MHz",5A,1mA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,750mV @ 5A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK52B-L-SK520B-L(DO-214AA).pdf,DIODE SCHOTTKY 60V 5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,MBRS130L,diodes\Diode,,,2A,1mA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,445mV @ 2A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/MBRS130L-D.pdf,DIODE SCHOTTKY 30V 2A SMB,Surface Mount,,2,-65°C ~ 125°C,,ON Semiconductor,,,
DIODE,MBRS130,diodes\Diode,,,1A,1mA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,550mV @ 1A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/MBRS130-D.pdf,DIODE SCHOTTKY 30V 1A SMB,Surface Mount,,2,-65°C ~ 125°C,,ON Semiconductor,,,
DIODE,VS-20BQ030-M3/5BT,diodes\Diode,,"200pF @ 5V, 1MHz",2A,,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,470mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/93333/20bq030m.pdf,DIODE SCHOTTKY 30V 2A SMB,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SS23S-E3/61T,diodes\Diode,,,2A,200µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,550mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/89008/ss22s.pdf,DIODE SCHOTTKY 30V 2A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,CDBB260-HF,diodes\Diode,,"30pF @ 4V, 1MHz",2A,500µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,700mV @ 2A,,,"DO-214AA, SMB",,,,http://www.comchiptech.com/admin/files/product/CDBB240-HF Thru503463. CDBB2100-HF RevD.pdf,DIODE SCHOTTKY 60V 2A DO214AA,Surface Mount,,2,-50°C ~ 150°C,,Comchip Technology,,,
DIODE,SS24-E3/5BT,diodes\Diode,,,2A,400µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,500mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88748/ss22.pdf,DIODE SCHOTTKY 40V 2A DO214AA,Surface Mount,,2,-65°C ~ 125°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SS22-E3/52T,diodes\Diode,,,2A,400µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,500mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88748/ss22.pdf,DIODE SCHOTTKY 20V 2A DO214AA,Surface Mount,,2,-65°C ~ 125°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SS26HE3_A/I,diodes\Diode,,,2A,400µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,700mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88748/ss22.pdf,DIODE SCHOTTKY 60V 2A DO214AA,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SL23-E3/5BT,diodes\Diode,,,2A,400µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,440mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88741/sl22.pdf,DIODE SCHOTTKY 30V 2A DO214AA,Surface Mount,,2,-55°C ~ 125°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SL23HE3_A/I,diodes\Diode,,"50pF @ 4V, 1MHz",2A,400µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,395mV @ 1A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88741/sl22.pdf,DIODE SCHOTTKY 30V 2A DO214AA,Surface Mount,,2,-55°C ~ 125°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SL23-E3/52T,diodes\Diode,,,2A,400µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,440mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88741/sl22.pdf,DIODE SCHOTTKY 30V 2A DO214AA,Surface Mount,,2,-55°C ~ 125°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SK510B R5G,diodes\Diode,,,5A,100µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,850mV @ 5A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/SK52B%20SERIES_O1705.pdf,DIODE SCHOTTKY 100V 5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,SSB43L-E3/5BT,diodes\Diode,,,4A,600µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,450mV @ 4A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88884/ssb43l.pdf,DIODE SCHOTTKY 30V 4A DO214AA,Surface Mount,,2,-65°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,CMSH2-20L TR13 PBFREE,diodes\Diode,,"150pF @ 4V, 1MHz",2A,500µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,400mV @ 2A,,,"DO-214AA, SMB",,,,"//media.digikey.com/pdf/Data%20Sheets/Central%20Semiconductor/CMSH2-20L,CMSH2-40L.pdf",DIODE SCHOTTKY 20V 2A SMB,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE,NRVBS3200T3G,diodes\Diode,,,3A,1mA @ 200V,,"Fast Recovery =< 500ns, > 200mA (Io)",200V,840mV @ 3A,,,"DO-214AA, SMB",,,,https://www.onsemi.com/pub/Collateral/MBRS3200T3-D.PDF,DIODE SCHOTTKY 200V 3A SMB,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,CMSH3-100M TR13 PBFREE,diodes\Diode,,"280pF @ 4V, 1MHz",3A,500µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,850mV @ 3A,,,"DO-214AA, SMB",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMSH3-20M_40M_60M_100M.PDF,DIODE SCHOTTKY 100V 3A SMB,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE,GAP3SLT33-214,diodes\Diode,,"42pF @ 1V, 1MHz",300mA (DC),10µA @ 3300V,,No Recovery Time > 500mA (Io),3300V,2.2V @ 300mA,,,"DO-214AA, SMB",,,,https://www.genesicsemi.com/schottky_mps/GAP3SLT33-214.pdf,DIODE SCHOTTKY 3.3KV 300MA DO214,Surface Mount,,2,-55°C ~ 175°C,,GeneSiC Semiconductor,,,
DIODE,VS-10BQ030-M3/5BT,diodes\Diode,,"2000pF @ 5V, 1MHz",1A,500µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,420mV @ 1A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/95738/vs-10bq030-m3.pdf,DIODE SCHOTTKY 30V 1A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SK38B-LTP,diodes\Diode,,"250pF @ 4V, 1MHz",3A,500µA @ 80V,,"Fast Recovery =< 500ns, > 200mA (Io)",80V,850mV @ 3A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK32B-L~SK310B-L%28DO-214AA%29.pdf,DIODE SCHOTTKY 80V 3A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,ACDBB540-HF,diodes\Diode,,"300pF @ 4V, 1MHz",5A,500µA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,550mV @ 5A,,,"DO-214AA, SMB",,,,http://www.comchiptech.com/admin/files/product/ACDBB540-HF%20RevA196617.pdf,DIODE SCHOTTKY 40V 5A DO214AA,Surface Mount,,2,-55°C ~ 125°C,,Comchip Technology,,,
DIODE,GB01SLT06-214,diodes\Diode,,"76pF @ 1V, 1MHz",1A (DC),10µA @ 6.5V,,No Recovery Time > 500mA (Io),650V,2V @ 1A,,,"DO-214AA, SMB",,,,https://www.genesicsemi.com/schottky_mps/GB01SLT06-214.pdf,DIODE SCHOTTKY 650V 1A DO214AA,Surface Mount,,2,-55°C ~ 175°C,,GeneSiC Semiconductor,,,
DIODE,SL26B-TP,diodes\Diode,,,2A,100µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,550mV @ 2A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SL24B-SL210B(DO-214AA)-V1.pdf,2ASCHOTTKY BARRIERSMB,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,SK24-LTP,diodes\Diode,,"50pF @ 4V, 1MHz",2A,2mA @ 40V,,"Fast Recovery =< 500ns, > 200mA (Io)",40V,500mV @ 2A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK22-L~SK220-L(DO-214AA).pdf,DIODE SCHOTTKY 40V 2A DO214AA,Surface Mount,,2,-55°C ~ 125°C,,Micro Commercial Co,,,
DIODE,B150B-13-F,diodes\Diode,,"110pF @ 4V, 1MHz",1A,500µA @ 50V,,"Fast Recovery =< 500ns, > 200mA (Io)",50V,700mV @ 1A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds13002.pdf,DIODE SCHOTTKY 50V 1A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,SK28-LTP,diodes\Diode,,"50pF @ 4V, 1MHz",2A,1mA @ 80V,,"Fast Recovery =< 500ns, > 200mA (Io)",80V,850mV @ 2A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK22-L~SK220-L(DO-214AA).pdf,DIODE SCHOTTKY 80V 2A DO214AA,Surface Mount,,2,-55°C ~ 125°C,,Micro Commercial Co,,,
DIODE,B190B-13-F,diodes\Diode,,"80pF @ 4V, 1MHz",1A,500µA @ 90V,,"Fast Recovery =< 500ns, > 200mA (Io)",90V,790mV @ 1A,,,"DO-214AA, SMB",,,,https://www.diodes.com/assets/Datasheets/ds30018.pdf,DIODE SCHOTTKY 90V 1A SMB,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,CMSH1-60 TR13 PBFREE,diodes\Diode,,"80pF @ 4V, 1MHz",1A,500µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,700mV @ 1A,,,"DO-214AA, SMB",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMSH1-20_40_60_100.PDF,DIODE SCHOTTKY 60V 1A SMB,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE,CDBB1150-HF,diodes\Diode,,"120pF @ 4V, 1MHz",1A,500µA @ 150V,,"Fast Recovery =< 500ns, > 200mA (Io)",150V,870mV @ 1A,,,"DO-214AA, SMB",,,,http://www.comchiptech.com/admin/files/product/CDBB1150-HF%20Thru509529.%20CDBB1200-HF%20RevB.pdf,DIODE SCHOTTKY 150V 1A DO214AA,Surface Mount,,2,-50°C ~ 175°C,,Comchip Technology,,,
DIODE,VSSB420S-M3/5BT,diodes\Diode,,"120pF @ 4V, 1MHz",1.8A (DC),150µA @ 200V,,"Fast Recovery =< 500ns, > 200mA (Io)",200V,1.9V @ 4A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/89317/vssb420s-m3.pdf,DIODE SCHOTTKY 200V 1.8A DO214AA,Surface Mount,,2,-40°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SS210-E3/5BT,diodes\Diode,,,1.5A,30µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,750mV @ 1A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88749/ss29.pdf,DIODE SCHOTTKY 100V 1.5A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,CDBB2200-HF,diodes\Diode,,"30pF @ 4V, 1MHz",2A (DC),500µA @ 200V,,"Fast Recovery =< 500ns, > 200mA (Io)",200V,900mV @ 2A,,,"DO-214AA, SMB",,,,http://www.comchiptech.com/admin/files/product/CDBB2150-HF Thru510341. CDBB2200-HF RevB.pdf,DIODE SCHOTTKY 200V 2A DO214AA,Surface Mount,,2,-50°C ~ 175°C,,Comchip Technology,,,
DIODE,SS26-E3/5BT,diodes\Diode,,,2A,400µA @ 60V,,"Fast Recovery =< 500ns, > 200mA (Io)",60V,700mV @ 2A,,,"DO-214AA, SMB",,,,http://www.vishay.com/docs/88748/ss22.pdf,DIODE SCHOTTKY 60V 2A DO214AA,Surface Mount,,2,-65°C ~ 125°C,,Vishay Semiconductor Diodes Division,,,
DIODE,SBRS8130LT3G,diodes\Diode,,,1A,1mA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,395mV @ 1A,,,"DO-214AA, SMB",,,,http://www.onsemi.com/pub/Collateral/MBRS130LT3-D.PDF,DIODE SCHOTTKY 30V 1A SMB,Surface Mount,,2,-65°C ~ 125°C,,ON Semiconductor,,,
DIODE,SK110B R5G,diodes\Diode,,,1A,100µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,850mV @ 1A,,,"DO-214AA, SMB",,,,https://www.taiwansemi.com/products/datasheet/SK12B%20SERIES_K1701.pdf,DIODE SCHOTTKY 100V 1A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,SK42BL-TP,diodes\Diode,,,4A,500µA @ 20V,,"Fast Recovery =< 500ns, > 200mA (Io)",20V,450mV @ 4A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK42BL-SK44BL(DO-214AA).pdf,DIODE SCHOTTKY 20V 4A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,CDBB3100-HF,diodes\Diode,,"250pF @ 4V, 1MHz",3A,500µA @ 100V,,"Fast Recovery =< 500ns, > 200mA (Io)",100V,810mV @ 3A,,,"DO-214AA, SMB",,,,http://www.comchiptech.com/admin/files/product/CDBB340-HF%20Thru849484.%20CDBB3100-HF%20RevE.pdf,DIODE SCHOTTKY 100V 3A DO214AA,Surface Mount,,2,-40°C ~ 70°C,,Comchip Technology,,,
DIODE,SK43BL-TP,diodes\Diode,,,4A,500µA @ 30V,,"Fast Recovery =< 500ns, > 200mA (Io)",30V,450mV @ 4A,,,"DO-214AA, SMB",,,,https://www.mccsemi.com/pdf/Products/SK42BL-SK44BL(DO-214AA).pdf,DIODE SCHOTTKY 30V 4A DO214AA,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
