Part Type,Part Number,Schematic Part,Part Value,Type,ESR (Equivalent Series Resistance),Frequency,Frequency Stability,Frequency Tolerance,Load Capacitance,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Height - Seated (Max),Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
Crystal,ECS-270-20-3X-EN-TR,oscillators\Crystal,27MHz,MHz Crystal,50 Ohms,27MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 27.0000MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-40°C ~ 85°C,,ECS Inc.,,,
Crystal,ECS-122.8-20-3X-EN-TR,oscillators\Crystal,12.288MHz,MHz Crystal,60 Ohms,12.288MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 12.2880MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-40°C ~ 85°C,,ECS Inc.,,,
Crystal,ECS-160-20-3X-EN-TR,oscillators\Crystal,16MHz,MHz Crystal,50 Ohms,16MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 16.0000MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-40°C ~ 85°C,,ECS Inc.,,,
Crystal,ECS-120-20-3X-EN-TR,oscillators\Crystal,12MHz,MHz Crystal,60 Ohms,12MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 12.0000MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-40°C ~ 85°C,,ECS Inc.,,,
Crystal,ECS-200-20-3X-EN-TR,oscillators\Crystal,20MHz,MHz Crystal,50 Ohms,20MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 20.0000MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-40°C ~ 85°C,,ECS Inc.,,,
Crystal,ECS-250-20-3X-TR,oscillators\Crystal,25MHz,MHz Crystal,50 Ohms,25MHz,±50ppm,±30ppm,20pF,,,"2-SMD, No Lead",,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 25.0000MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-10°C ~ 70°C,,ECS Inc.,,,
Crystal,ECS-184-20-3X-EN-TR,oscillators\Crystal,18.432MHz,MHz Crystal,50 Ohms,18.432MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 18.4320MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-40°C ~ 85°C,,ECS Inc.,,,
Crystal,ECS-270-20-3X-TR,oscillators\Crystal,27MHz,MHz Crystal,50 Ohms,27MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 27.0000MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-10°C ~ 70°C,,ECS Inc.,,,
Crystal,ECS-245.7-20-3X-TR,oscillators\Crystal,24.576MHz,MHz Crystal,50 Ohms,24.576MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 24.5760MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-10°C ~ 70°C,,ECS Inc.,,,
Crystal,ECS-135.6-20-3X-TR,oscillators\Crystal,13.56MHz,MHz Crystal,60 Ohms,13.56MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 13.5600MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-10°C ~ 70°C,,ECS Inc.,,,
Crystal,ECS-147.4-20-3X-TR,oscillators\Crystal,14.7456MHz,MHz Crystal,60 Ohms,14.7456MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 14.7456MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-10°C ~ 70°C,,ECS Inc.,,,
Crystal,ECS-122.8-20-3X-TR,oscillators\Crystal,12.288MHz,MHz Crystal,60 Ohms,12.288MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 12.2880MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-10°C ~ 70°C,,ECS Inc.,,,
Crystal,ECS-200-20-3X-TR,oscillators\Crystal,20MHz,MHz Crystal,50 Ohms,20MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 20.0000MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-10°C ~ 70°C,,ECS Inc.,,,
Crystal,ECS-286.3-20-3X-EN-TR,oscillators\Crystal,28.63636MHz,MHz Crystal,50 Ohms,28.63636MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 28.63636MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-40°C ~ 85°C,,ECS Inc.,,,
Crystal,ECS-300-20-3X-EN-TR,oscillators\Crystal,30MHz,MHz Crystal,40 Ohms,30MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 30.0000MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-40°C ~ 85°C,,ECS Inc.,,,
Crystal,ECS-400-20-3X-EN-TR,oscillators\Crystal,40MHz,MHz Crystal,40 Ohms,40MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 40.0000MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-40°C ~ 85°C,,ECS Inc.,,,
Crystal,ECS-143-20-3X-EN-TR,oscillators\Crystal,14.31818MHz,MHz Crystal,60 Ohms,14.31818MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 14.31818MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-40°C ~ 85°C,,ECS Inc.,,,
Crystal,ECS-300-20-3X-TR,oscillators\Crystal,30MHz,MHz Crystal,40 Ohms,30MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 30.0000MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-10°C ~ 70°C,,ECS Inc.,,,
Crystal,ECS-130-20-3X-TR,oscillators\Crystal,13MHz,MHz Crystal,60 Ohms,13MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 13.0000MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-10°C ~ 70°C,,ECS Inc.,,,
Crystal,ECS-147.4-20-3X-EN-TR,oscillators\Crystal,14.7456MHz,MHz Crystal,60 Ohms,14.7456MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 14.7456MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-40°C ~ 85°C,,ECS Inc.,,,
Crystal,ECS-250-20-3X-EN-TR,oscillators\Crystal,25MHz,MHz Crystal,50 Ohms,25MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 25.0000MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-40°C ~ 85°C,,ECS Inc.,,,
Crystal,ECS-135.6-20-3X-EN-TR,oscillators\Crystal,13.56MHz,MHz Crystal,60 Ohms,13.56MHz,±50ppm,±30ppm,20pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/CSM-3X.pdf,CRYSTAL 13.5600MHZ 20PF SMD,Surface Mount,0.091 (2.30mm),0.276 L x 0.161 W (7.00mm x 4.10mm),,-40°C ~ 85°C,,ECS Inc.,,,
Crystal,ECS-200-CDX-0914,oscillators\Crystal,20MHz,MHz Crystal,50 Ohms,20MHz,±30ppm,±10ppm,10pF,,CRYSTAL_HC49SDLF_FXT,HC-49/US,,,,http://www.ecsxtal.com/store/pdf/partnumber4.pdf,CRYSTAL 20.0000MHZ 10PF SMD,Surface Mount,0.091 (2.30mm),0.299 L x 0.161 W (7.60mm x 4.10mm),,-60°C ~ 105°C,,ECS Inc.,,,
Crystal,TSX-3225 25.0000MF18X-G0,oscillators\Crystal_4P,25MHz,MHz Crystal,40 Ohms,25MHz,±18ppm,±10ppm,20pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 25.00 MHZ 20.0PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,EPSON,,,
Crystal,TSX-3225 32.0000MF10Z-W6,oscillators\Crystal_4P,32MHz,MHz Crystal,40 Ohms,32MHz,±10ppm,±10ppm,12pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 32.00 MHZ 12.0PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 75°C,,EPSON,,,
Crystal,TSX-3225 26.0000MF09Z-AC3,oscillators\Crystal_4P,26MHz,MHz Crystal,40 Ohms,26MHz,±9ppm,±10ppm,9pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_FA-238V&lang=en,CRYSTAL 26.0000MHZ 9PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 75°C,,EPSON,,,
Crystal,TSX-3225 24.0000MF10Z-C3,oscillators\Crystal_4P,24MHz,MHz Crystal,40 Ohms,24MHz,±10ppm,±10ppm,18pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 24.00 MHZ 18PFSMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 75°C,,EPSON,,,
Crystal,TSX-3225 25.0000MF20X-AJ3,oscillators\Crystal_4P,25MHz,MHz Crystal,40 Ohms,25MHz,±20ppm,±10ppm,8pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 25.00 MHZ 8.0PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,EPSON,,,
Crystal,TSX-3225 24.0000MF15X-AC6,oscillators\Crystal_4P,24MHz,MHz Crystal,40 Ohms,24MHz,±15ppm,±10ppm,9pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 24.00 MHZ 9.0PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,EPSON,,,
Crystal,TSX-3225 16.0000MF09Z-AC0,oscillators\Crystal_4P,16MHz,MHz Crystal,60 Ohms,16MHz,±9ppm,±10ppm,9pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 16.00 MHZ 9PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 75°C,,EPSON,,,
Crystal,TSX-3225 16.0000MF18X-AC6,oscillators\Crystal_4P,16MHz,MHz Crystal,60 Ohms,16MHz,±18ppm,±10ppm,9pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 16.00 MHZ 9.0PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,EPSON,,,
Crystal,TSX-3225 16.0000MF18X-AC0,oscillators\Crystal_4P,16MHz,MHz Crystal,60 Ohms,16MHz,±18ppm,±10ppm,9pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://www5.epsondevice.com/en/information/support/pdf/june_2018_psc_masterbook.pdf,CRYSTAL 16.00 MHZ 9PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,EPSON,,,
Crystal,TSX-3225 16.0000MF10U-B0,oscillators\Crystal_4P,16MHz,MHz Crystal,60 Ohms,16MHz,±10ppm,±10ppm,16pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 16.00 MHZ 16.0PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-10°C ~ 60°C,,EPSON,,,
Crystal,TSX-3225 26.0000MF10Z-B6,oscillators\Crystal_4P,26MHz,MHz Crystal,40 Ohms,26MHz,±10ppm,±10ppm,16pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 26.0000MHZ 16PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 75°C,,EPSON,,,
Crystal,TSX-3225 26.0000MF09Z-AC0,oscillators\Crystal_4P,26MHz,MHz Crystal,40 Ohms,26MHz,±9ppm,±10ppm,9pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 26.00 MHZ 9.0PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 75°C,,EPSON,,,
Crystal,TSX-3225 26.0000MF15X-VF6,oscillators\Crystal_4P,26MHz,MHz Crystal,40 Ohms,26MHz,±15ppm,±10ppm,9.8pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 26.00 MHZ 9.8PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,EPSON,,,
Crystal,TSX-3225 24.0000MF20G-AC3,oscillators\Crystal_4P,24MHz,MHz Crystal,40 Ohms,24MHz,±20ppm,±10ppm,9pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 24.0000MHZ 9PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,EPSON,,,
Crystal,TSX-3225 24.0000MF15X-AC3,oscillators\Crystal_4P,24MHz,MHz Crystal,40 Ohms,24MHz,±15ppm,±10ppm,9pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 24.0000MHZ 9PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,EPSON,,,
Crystal,TSX-3225 38.4000MF10Z-AS3,oscillators\Crystal_4P,38.4MHz,MHz Crystal,40 Ohms,38.4MHz,±10ppm,±10ppm,8.5pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 38.4000MHZ 8.5PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 75°C,,EPSON,,,
Crystal,TSX-3225 16.0000MF18X-AC3,oscillators\Crystal_4P,16MHz,MHz Crystal,60 Ohms,16MHz,±18ppm,±10ppm,9pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 16.0000MHZ 9PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,EPSON,,,
Crystal,TSX-3225 16.0000MF09Z-AC3,oscillators\Crystal_4P,16MHz,MHz Crystal,60 Ohms,16MHz,±9ppm,±10ppm,9pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 16.0000MHZ 9PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 75°C,,EPSON,,,
Crystal,TSX-3225 25.0000MF10P-C3,oscillators\Crystal_4P,25MHz,MHz Crystal,40 Ohms,25MHz,±10ppm,±10ppm,18pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 25.00 MHZ 18.0PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 85°C,,EPSON,,,
Crystal,TSX-3225 36.4000MF20X-AS,oscillators\Crystal_4P,36.4MHz,MHz Crystal,40 Ohms,36.4MHz,±20ppm,±10ppm,8.5pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 36.4000MHZ 8.5PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,EPSON,,,
Crystal,TSX-3225 25.0000MF20P-C0,oscillators\Crystal_4P,25MHz,MHz Crystal,40 Ohms,25MHz,±20ppm,±10ppm,18pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 25.0000MHZ 18PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 85°C,,EPSON,,,
Crystal,TSX-3225 24.0000MF18X-C0,oscillators\Crystal_4P,24MHz,MHz Crystal,40 Ohms,24MHz,±18ppm,±10ppm,18pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 24.0000MHZ 18PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,EPSON,,,
Crystal,TSX-3225 24.0000MF15V-C0,oscillators\Crystal_4P,24MHz,MHz Crystal,40 Ohms,24MHz,,±10ppm,18pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 24.0000MHZ 18PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,,,EPSON,,,
Crystal,TSX-3225 25.0000MF10P-C0,oscillators\Crystal_4P,25MHz,MHz Crystal,40 Ohms,25MHz,±10ppm,±10ppm,18pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 25.0000MHZ 18PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-20°C ~ 85°C,,EPSON,,,
Crystal,TSX-3225 16.0000MF10U-B3,oscillators\Crystal_4P,16MHz,MHz Crystal,60 Ohms,16MHz,±10ppm,±10ppm,16pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 16.00 MHZ 16PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-10°C ~ 60°C,,EPSON,,,
Crystal,TSX-3225 24.0000MD30X-C3,oscillators\Crystal_4P,24MHz,MHz Crystal,60 Ohms,24MHz,±30ppm,±30ppm,18pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 24.00MHZ 18PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 85°C,,EPSON,,,
Crystal,TSX-3225 20.0000MF20G-AC3,oscillators\Crystal_4P,20MHz,MHz Crystal,60 Ohms,20MHz,±20ppm,±10ppm,9pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 20.0000MHZ 9PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,EPSON,,,
Crystal,TSX-3225 24.0000MF20G-AC0,oscillators\Crystal_4P,24MHz,MHz Crystal,40 Ohms,24MHz,±20ppm,±10ppm,9pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 24.0000MHZ 9PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,-40°C ~ 105°C,,EPSON,,,
Crystal,TSX-3225 25.0000MF10P-C,oscillators\Crystal_4P,25MHz,MHz Crystal,40 Ohms,25MHz,±10ppm,±10ppm,18pF,,CRYSTAL_SC320X250X100-4N,"4-SMD, No Lead",,,,https://support.epson.biz/td/api/doc_check.php?dl=brief_TSX-3225&lang=en,CRYSTAL 25.0000MHZ 18PF SMD,Surface Mount,0.024 (0.60mm),0.126 L x 0.098 W (3.20mm x 2.50mm),,,,EPSON,,,
Crystal,CX2016DB24000D0FLJC6,oscillators\Crystal_4P,24MHz,MHz Crystal,150 Ohms,24MHz,±15ppm,±10ppm,8pF,,,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/CX2016DB_USY1M-H1-16424-00_Spec.pdf,CRYSTAL 24.0000MHZ 8PF SMD,Surface Mount,0.018 (0.45mm),0.079 L x 0.063 W (2.00mm x 1.60mm),,-30°C ~ 85°C,,Kyocera International Inc. Electronic Components,,,
Crystal,CX2016DB24576H0FLJC1,oscillators\Crystal_4P,24.576MHz,MHz Crystal,150 Ohms,24.576MHz,±15ppm,±10ppm,12pF,,,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/CX2016DB_USY1M-H1-16426-00_Spec.pdf,CRYSTAL 24.5760MHZ 12PF SMD,Surface Mount,0.018 (0.45mm),0.079 L x 0.063 W (2.00mm x 1.60mm),,-30°C ~ 85°C,,Kyocera International Inc. Electronic Components,,,
Crystal,CX2016DB25000H0FLJC1,oscillators\Crystal_4P,25MHz,MHz Crystal,150 Ohms,25MHz,±15ppm,±10ppm,12pF,,,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/AVX%20PDFs/CX2016DB_USY1M-H1-16426-00_Spec.pdf,CRYSTAL 25.0000MHZ 12PF SMD,Surface Mount,0.018 (0.45mm),0.079 L x 0.063 W (2.00mm x 1.60mm),,-30°C ~ 85°C,,Kyocera International Inc. Electronic Components,,,
Crystal,CX2016DB48000C0FPLC1,oscillators\Crystal_4P,48MHz,MHz Crystal,50 Ohms,48MHz,±20ppm,±10ppm,7pF,,,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/Kyocera%20International/CX2016DB48000C0FPLC1_DS.pdf,CRYSTAL 48MHZ SMD,Surface Mount,0.018 (0.45mm),0.079 L x 0.063 W (2.00mm x 1.60mm),,-40°C ~ 85°C,,Kyocera International Inc. Electronic Components,,,
Crystal,CX2016DB38400F0FSRC1,oscillators\Crystal_4P,38.4MHz,MHz Crystal,40 Ohms,38.4MHz,±40ppm,±10ppm,10pF,,,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/Kyocera%20International/CX2016DB38400F0FSRC1_Prelim.pdf,CRYSTAL 38.4MHZ 10PF,Surface Mount,0.018 (0.45mm),0.079 L x 0.063 W (2.00mm x 1.60mm),,-40°C ~ 125°C,,Kyocera International Inc. Electronic Components,,,
Crystal,CX2016DB16000D0FLNCC,oscillators\Crystal_4P,16MHz,MHz Crystal,200 Ohms,16MHz,±25ppm,±10ppm,8pF,,,"4-SMD, No Lead",,,,//media.digikey.com/pdf/Data%20Sheets/Kyocera%20International/CX2016DB16000D0FLNCC_Spec.pdf,CRYSTAL 16.0000MHZ 25PPM SMD,Surface Mount,0.018 (0.45mm),0.079 L x 0.063 W (2.00mm x 1.60mm),,-30°C ~ 85°C,,Kyocera International Inc. Electronic Components,,,
